id,diameter_um,R_m,Z_m,time_s,terminal_fate,initial_atoms
58,60,0.52658710149215,0.43330852751952,0.1689999999999999,evaporated_in_SOL,5240648871979430.0
59,60,0.55479511569522,0.41121841780222,0.179,evaporated_in_SOL,5240648871979430.0
60,60,0.59189869919858,0.37928030260768,0.192,evaporated_in_SOL,5240648871979430.0
62,80,0.56870837879933,0.40634072730098,0.1969999999999999,evaporated_in_SOL,1.2422278807654946e+16
63,80,0.52545950985544,0.43530808917943,0.1949999999999999,evaporated_in_SOL,1.2422278807654946e+16
64,80,0.53882450675655,0.42329491853995,0.2029999999999999,evaporated_in_SOL,1.2422278807654946e+16
65,80,0.56357173497953,0.40247619485578,0.213,evaporated_in_SOL,1.2422278807654946e+16
67,80,0.57251438790095,0.40155144304745,0.182,evaporated_in_SOL,1.2422278807654946e+16
68,80,0.52562847107669,0.43287288859199,0.18,evaporated_in_SOL,1.2422278807654946e+16
69,80,0.543560247682,0.41762893749916,0.189,evaporated_in_SOL,1.2422278807654946e+16
70,80,0.57254289208824,0.39420880288216,0.1999999999999999,evaporated_in_SOL,1.2422278807654946e+16
72,80,0.5675814378748,0.40576707392963,0.1669999999999999,evaporated_in_SOL,1.2422278807654946e+16
73,80,0.52253252279919,0.43516807900483,0.1659999999999999,evaporated_in_SOL,1.2422278807654946e+16
74,80,0.54665411562314,0.41455201368878,0.176,evaporated_in_SOL,1.2422278807654946e+16
75,80,0.58054434418129,0.38702165781336,0.188,evaporated_in_SOL,1.2422278807654946e+16
76,80,0.65107200925851,0.33006372697996,0.221,evaporated_in_SOL,1.2422278807654946e+16
77,80,0.51942151925953,0.44091740376366,0.1939999999999999,evaporated_in_SOL,1.2422278807654946e+16
78,80,0.5257756847533,0.43347868337707,0.1999999999999999,evaporated_in_SOL,1.2422278807654946e+16
79,80,0.5502755159801,0.41209497181495,0.209,evaporated_in_SOL,1.2422278807654946e+16
80,80,0.57604222206373,0.39073358336207,0.219,evaporated_in_SOL,1.2422278807654946e+16
82,80,0.51885084224191,0.44070822011081,0.178,evaporated_in_SOL,1.2422278807654946e+16
83,80,0.52410529563088,0.4353565164486,0.184,evaporated_in_SOL,1.2422278807654946e+16
84,80,0.55288920113279,0.41034438693486,0.1939999999999999,evaporated_in_SOL,1.2422278807654946e+16
85,80,0.58346037806635,0.38645403510653,0.205,evaporated_in_SOL,1.2422278807654946e+16
87,80,0.51363594546225,0.44624136601882,0.163,evaporated_in_SOL,1.2422278807654946e+16
88,80,0.52654519090253,0.43000497842275,0.1709999999999999,evaporated_in_SOL,1.2422278807654946e+16
89,80,0.55415436819555,0.41109133280287,0.18,evaporated_in_SOL,1.2422278807654946e+16
90,80,0.59250709321667,0.37766356241471,0.193,evaporated_in_SOL,1.2422278807654946e+16
92,100,0.54743538286273,0.41841223578187,0.1949999999999999,evaporated_in_SOL,2.4262263296201068e+16
93,100,0.52469815738704,0.43153881113641,0.1969999999999999,evaporated_in_SOL,2.4262263296201068e+16
94,100,0.54034957566941,0.418311084657,0.205,evaporated_in_SOL,2.4262263296201068e+16
95,100,0.56332347297133,0.40149241633377,0.214,evaporated_in_SOL,2.4262263296201068e+16
97,100,0.54697180645467,0.41904003027083,0.179,evaporated_in_SOL,2.4262263296201068e+16
98,100,0.52090381350566,0.43477186390112,0.181,evaporated_in_SOL,2.4262263296201068e+16
99,100,0.5419739639173,0.41757895600309,0.19,evaporated_in_SOL,2.4262263296201068e+16
100,100,0.57270207373739,0.3927166945803,0.2009999999999999,evaporated_in_SOL,2.4262263296201068e+16
102,100,0.54049251183992,0.42470899247481,0.1639999999999999,evaporated_in_SOL,2.4262263296201068e+16
103,100,0.51850165114569,0.43642608568798,0.1669999999999999,evaporated_in_SOL,2.4262263296201068e+16
104,100,0.54545004957964,0.4140216727632,0.177,evaporated_in_SOL,2.4262263296201068e+16
105,100,0.58105997848921,0.38503193619649,0.189,evaporated_in_SOL,2.4262263296201068e+16
106,100,0.56868209539114,0.40601864618054,0.1999999999999999,evaporated_in_SOL,2.4262263296201068e+16
107,100,0.51371295000845,0.44259965102464,0.1949999999999999,evaporated_in_SOL,2.4262263296201068e+16
108,100,0.52692555154173,0.42858746741395,0.2019999999999999,evaporated_in_SOL,2.4262263296201068e+16
109,100,0.54937669778986,0.41141395227068,0.21,evaporated_in_SOL,2.4262263296201068e+16
110,100,0.57665052643024,0.38863887761238,0.22,evaporated_in_SOL,2.4262263296201068e+16
111,100,0.64183991158895,0.34092421118128,0.2009999999999999,evaporated_in_SOL,2.4262263296201068e+16
112,100,0.51303681509078,0.44232436243244,0.179,evaporated_in_SOL,2.4262263296201068e+16
113,100,0.52513553353489,0.43009677416587,0.186,evaporated_in_SOL,2.4262263296201068e+16
114,100,0.55265718662162,0.40892839037867,0.1949999999999999,evaporated_in_SOL,2.4262263296201068e+16
115,100,0.58439397780781,0.38368502885991,0.206,evaporated_in_SOL,2.4262263296201068e+16
117,100,0.51290601423353,0.44145376932068,0.1649999999999999,evaporated_in_SOL,2.4262263296201068e+16
118,100,0.52448305951119,0.43004466415217,0.172,evaporated_in_SOL,2.4262263296201068e+16
119,100,0.55752926470629,0.40348660907541,0.182,evaporated_in_SOL,2.4262263296201068e+16
120,100,0.59368176106231,0.37452411628752,0.1939999999999999,evaporated_in_SOL,2.4262263296201068e+16
122,125,0.53010357721162,0.42943106017492,0.1939999999999999,evaporated_in_SOL,4.738723300039273e+16
123,125,0.52002401904088,0.43311704232475,0.1979999999999999,evaporated_in_SOL,4.738723300039273e+16
124,125,0.53858627038892,0.41806819942944,0.206,evaporated_in_SOL,4.738723300039273e+16
125,125,0.5633077614435,0.39984763218142,0.215,evaporated_in_SOL,4.738723300039273e+16
127,125,0.52930312255788,0.42999560967011,0.178,evaporated_in_SOL,4.738723300039273e+16
128,125,0.52178651344733,0.43020641791872,0.183,evaporated_in_SOL,4.738723300039273e+16
129,125,0.54107255184917,0.41655137576605,0.191,evaporated_in_SOL,4.738723300039273e+16
130,125,0.57302268678147,0.39065500696392,0.2019999999999999,evaporated_in_SOL,4.738723300039273e+16
132,125,0.52914960036419,0.42984528134354,0.1639999999999999,evaporated_in_SOL,4.738723300039273e+16
133,125,0.51956094565877,0.4313670046101,0.1689999999999999,evaporated_in_SOL,4.738723300039273e+16
134,125,0.54484824128084,0.41260061613957,0.178,evaporated_in_SOL,4.738723300039273e+16
135,125,0.58168568302359,0.38256252548292,0.19,evaporated_in_SOL,4.738723300039273e+16
136,125,0.54321638733128,0.42303485584449,0.1969999999999999,evaporated_in_SOL,4.738723300039273e+16
137,125,0.51312179748184,0.43874022261437,0.1969999999999999,evaporated_in_SOL,4.738723300039273e+16
138,125,0.52472258239122,0.42851117192523,0.2029999999999999,evaporated_in_SOL,4.738723300039273e+16
139,125,0.54898194934916,0.40988275402164,0.211,evaporated_in_SOL,4.738723300039273e+16
140,125,0.57730497842421,0.38612010280426,0.221,evaporated_in_SOL,4.738723300039273e+16
141,125,0.57137860826542,0.40260432933827,0.185,evaporated_in_SOL,4.738723300039273e+16
142,125,0.50741801027901,0.44355168593112,0.18,evaporated_in_SOL,4.738723300039273e+16
143,125,0.52351011932843,0.42946132434443,0.187,evaporated_in_SOL,4.738723300039273e+16
144,125,0.55265613040855,0.40692614299494,0.1959999999999999,evaporated_in_SOL,4.738723300039273e+16
145,125,0.58532703977937,0.38068222163419,0.207,evaporated_in_SOL,4.738723300039273e+16
146,125,0.59164641770176,0.38831255371306,0.174,evaporated_in_SOL,4.738723300039273e+16
147,125,0.50707270985442,0.44272756414449,0.1659999999999999,evaporated_in_SOL,4.738723300039273e+16
148,125,0.52314851633454,0.429034015609,0.173,evaporated_in_SOL,4.738723300039273e+16
149,125,0.55764439069392,0.40126618085177,0.183,evaporated_in_SOL,4.738723300039273e+16
150,125,0.59480134368313,0.3711931760859,0.1949999999999999,evaporated_in_SOL,4.738723300039273e+16
152,150,0.52644793453,0.42923145801908,0.1949999999999999,evaporated_in_SOL,8.188513862467861e+16
153,150,0.51767775064917,0.43271440524409,0.1989999999999999,evaporated_in_SOL,8.188513862467861e+16
154,150,0.53821917022191,0.41639277419875,0.207,evaporated_in_SOL,8.188513862467861e+16
155,150,0.5637982577312,0.39735957915663,0.216,evaporated_in_SOL,8.188513862467861e+16
157,150,0.51908548782827,0.43519533090297,0.178,evaporated_in_SOL,8.188513862467861e+16
158,150,0.51939596949307,0.42972563919998,0.184,evaporated_in_SOL,8.188513862467861e+16
159,150,0.54109490814313,0.41443552635432,0.192,evaporated_in_SOL,8.188513862467861e+16
160,150,0.57384456300971,0.38780386338222,0.2029999999999999,evaporated_in_SOL,8.188513862467861e+16
162,150,0.51853048452268,0.43516099622743,0.1639999999999999,evaporated_in_SOL,8.188513862467861e+16
163,150,0.51769603155449,0.43043442430364,0.1699999999999999,evaporated_in_SOL,8.188513862467861e+16
164,150,0.54517677976274,0.41013284411645,0.179,evaporated_in_SOL,8.188513862467861e+16
165,150,0.58006513992933,0.38439641474256,0.19,evaporated_in_SOL,8.188513862467861e+16
166,150,0.53540339543357,0.42621289950915,0.1969999999999999,evaporated_in_SOL,8.188513862467861e+16
167,150,0.50968134968729,0.43870034663209,0.1979999999999999,evaporated_in_SOL,8.188513862467861e+16
168,150,0.52403339161411,0.42694269258282,0.204,evaporated_in_SOL,8.188513862467861e+16
169,150,0.54940237940835,0.40737541211513,0.212,evaporated_in_SOL,8.188513862467861e+16
170,150,0.57558629471509,0.38791843980166,0.221,evaporated_in_SOL,8.188513862467861e+16
171,150,0.54659477151026,0.42001907030511,0.182,evaporated_in_SOL,8.188513862467861e+16
172,150,0.50996244519536,0.43789668755709,0.182,evaporated_in_SOL,8.188513862467861e+16
173,150,0.52306232977981,0.42758151717994,0.188,evaporated_in_SOL,8.188513862467861e+16
174,150,0.5532754049361,0.40411248503473,0.1969999999999999,evaporated_in_SOL,8.188513862467861e+16
175,150,0.58653359683691,0.37722604481363,0.208,evaporated_in_SOL,8.188513862467861e+16
176,150,0.55763431881327,0.41361651532957,0.1689999999999999,evaporated_in_SOL,8.188513862467861e+16
177,150,0.50380808364296,0.44221576515817,0.1669999999999999,evaporated_in_SOL,8.188513862467861e+16
178,150,0.522898106824,0.42687441171986,0.174,evaporated_in_SOL,8.188513862467861e+16
179,150,0.55532130011163,0.40342752602478,0.183,evaporated_in_SOL,8.188513862467861e+16
180,150,0.59349446951285,0.37266705022957,0.1949999999999999,evaporated_in_SOL,8.188513862467861e+16
181,200,0.60343773950179,0.37591910800001,0.205,evaporated_in_SOL,1.9409810636960858e+17
182,200,0.51521158213241,0.43285782532359,0.1959999999999999,evaporated_in_SOL,1.9409810636960858e+17
183,200,0.51629585852779,0.42933469736826,0.2009999999999999,evaporated_in_SOL,1.9409810636960858e+17
184,200,0.53647540012241,0.41570543048905,0.208,evaporated_in_SOL,1.9409810636960858e+17
185,200,0.56340029885775,0.3956528420167,0.217,evaporated_in_SOL,1.9409810636960858e+17
187,200,0.51522181710677,0.4328415309577,0.18,evaporated_in_SOL,1.9409810636960858e+17
188,200,0.51436771061927,0.43076193113398,0.185,evaporated_in_SOL,1.9409810636960858e+17
189,200,0.5425273626899,0.40876149986554,0.1939999999999999,evaporated_in_SOL,1.9409810636960858e+17
190,200,0.57350998076911,0.38589859912078,0.204,evaporated_in_SOL,1.9409810636960858e+17
192,200,0.50758082427655,0.43789734113427,0.1649999999999999,evaporated_in_SOL,1.9409810636960858e+17
193,200,0.51339530506968,0.43089974208385,0.1709999999999999,evaporated_in_SOL,1.9409810636960858e+17
194,200,0.54405570603785,0.40866285370128,0.18,evaporated_in_SOL,1.9409810636960858e+17
195,200,0.58031146353882,0.38186862418544,0.191,evaporated_in_SOL,1.9409810636960858e+17
196,200,0.51807664111254,0.43405812279403,0.1969999999999999,evaporated_in_SOL,1.9409810636960858e+17
197,200,0.50739626378343,0.43564873703142,0.1999999999999999,evaporated_in_SOL,1.9409810636960858e+17
198,200,0.52460546077923,0.42198181477973,0.206,evaporated_in_SOL,1.9409810636960858e+17
199,200,0.54839778216233,0.40584981440389,0.213,evaporated_in_SOL,1.9409810636960858e+17
200,200,0.57575630487716,0.3854106330536,0.222,evaporated_in_SOL,1.9409810636960858e+17
201,200,0.5241380881317,0.43167728766592,0.181,evaporated_in_SOL,1.9409810636960858e+17
202,200,0.50193138814891,0.43976830787228,0.183,evaporated_in_SOL,1.9409810636960858e+17
203,200,0.52384355953963,0.42221163032577,0.19,evaporated_in_SOL,1.9409810636960858e+17
204,200,0.55256175190426,0.40225283711531,0.1979999999999999,evaporated_in_SOL,1.9409810636960858e+17
205,200,0.58660594309216,0.37466185838319,0.209,evaporated_in_SOL,1.9409810636960858e+17
206,200,0.53902652098421,0.42404828215862,0.1679999999999999,evaporated_in_SOL,1.9409810636960858e+17
207,200,0.50173861725116,0.43855544604821,0.1689999999999999,evaporated_in_SOL,1.9409810636960858e+17
208,200,0.52401119897515,0.42105223391677,0.176,evaporated_in_SOL,1.9409810636960858e+17
209,200,0.55511800926655,0.40106277912997,0.184,evaporated_in_SOL,1.9409810636960858e+17
210,200,0.5939664972064,0.36962771717666,0.1959999999999999,evaporated_in_SOL,1.9409810636960858e+17
211,250,0.56544151183045,0.40300353781064,0.1999999999999999,evaporated_in_SOL,3.790978640031418e+17
212,250,0.50778465212253,0.43414385861402,0.1969999999999999,evaporated_in_SOL,3.790978640031418e+17
213,250,0.51378198629732,0.42868891133485,0.2019999999999999,evaporated_in_SOL,3.790978640031418e+17
214,250,0.53818760538645,0.40968010070907,0.21,evaporated_in_SOL,3.790978640031418e+17
215,250,0.56354697334401,0.39315722580618,0.218,evaporated_in_SOL,3.790978640031418e+17
217,250,0.5014900269397,0.43891654865793,0.18,evaporated_in_SOL,3.790978640031418e+17
218,250,0.51240752875651,0.42969362124132,0.186,evaporated_in_SOL,3.790978640031418e+17
219,250,0.54179188963023,0.40680369511179,0.1949999999999999,evaporated_in_SOL,3.790978640031418e+17
220,250,0.57368690447007,0.38326125424849,0.205,evaporated_inside_lcfs,3.790978640031418e+17
222,250,0.50076745549968,0.4385306467498,0.1659999999999999,evaporated_in_SOL,3.790978640031418e+17
223,250,0.51174548720198,0.42950297585575,0.172,evaporated_in_SOL,3.790978640031418e+17
224,250,0.54386676744693,0.40622433851808,0.181,evaporated_in_SOL,3.790978640031418e+17
225,250,0.58079977199424,0.37885938790773,0.192,evaporated_in_SOL,3.790978640031418e+17
226,250,0.51076685184958,0.43504146463665,0.1979999999999999,evaporated_in_SOL,3.790978640031418e+17
227,250,0.50345022103928,0.43541875335297,0.2009999999999999,evaporated_in_SOL,3.790978640031418e+17
228,250,0.52329639659144,0.42041590233132,0.207,evaporated_in_SOL,3.790978640031418e+17
229,250,0.54823715539834,0.40343611861436,0.214,evaporated_in_SOL,3.790978640031418e+17
230,250,0.57615382733588,0.38247733382609,0.223,evaporated_in_SOL,3.790978640031418e+17
231,250,0.51800126886226,0.43224569286634,0.182,evaporated_in_SOL,3.790978640031418e+17
232,250,0.49848636213507,0.43920548588764,0.184,evaporated_in_SOL,3.790978640031418e+17
233,250,0.5227655868086,0.42038467536642,0.191,evaporated_in_SOL,3.790978640031418e+17
234,250,0.55251426608544,0.39963267632135,0.1989999999999999,evaporated_in_SOL,3.790978640031418e+17
235,250,0.58535486095949,0.37581231273528,0.209,evaporated_in_SOL,3.790978640031418e+17
236,250,0.5145860036407,0.43539632291798,0.1669999999999999,evaporated_in_SOL,3.790978640031418e+17
237,250,0.49749030728967,0.43810742458489,0.1699999999999999,evaporated_in_SOL,3.790978640031418e+17
238,250,0.52290884563665,0.4190792816119,0.177,evaporated_in_SOL,3.790978640031418e+17
239,250,0.55531136108972,0.39814142959617,0.185,evaporated_in_SOL,3.790978640031418e+17
240,250,0.59452808262455,0.36632668291885,0.1969999999999999,evaporated_inside_lcfs,3.790978640031418e+17
241,300,0.5496879497473,0.41171754805861,0.1989999999999999,evaporated_in_SOL,6.550811089974289e+17
242,300,0.50300255013303,0.43410493628454,0.1979999999999999,evaporated_in_SOL,6.550811089974289e+17
243,300,0.51260764995308,0.42707191195407,0.2029999999999999,evaporated_in_SOL,6.550811089974289e+17
244,300,0.53594064296037,0.41134585526779,0.21,evaporated_in_SOL,6.550811089974289e+17
245,300,0.56385886759752,0.39035939160308,0.219,evaporated_inside_lcfs,6.550811089974289e+17
246,300,0.5716480092694,0.40035056580165,0.185,evaporated_in_SOL,6.550811089974289e+17
247,300,0.49730904411864,0.43848961641757,0.181,evaporated_in_SOL,6.550811089974289e+17
248,300,0.51397013841126,0.42368922180178,0.188,evaporated_inside_lcfs,6.550811089974289e+17
249,300,0.53982783630442,0.40828068251238,0.1949999999999999,evaporated_in_SOL,6.550811089974289e+17
250,300,0.57258977346814,0.38429695168424,0.205,evaporated_inside_lcfs,6.550811089974289e+17
252,300,0.49626468622536,0.43803124303866,0.1669999999999999,evaporated_in_SOL,6.550811089974289e+17
253,300,0.51102290959603,0.42735036623873,0.173,evaporated_in_SOL,6.550811089974289e+17
254,300,0.54390594885335,0.40345036301015,0.182,evaporated_inside_lcfs,6.550811089974289e+17
255,300,0.58122981246849,0.37574766646401,0.193,evaporated_inside_lcfs,6.550811089974289e+17
256,300,0.49835533119139,0.43983317736605,0.1979999999999999,evaporated_in_SOL,6.550811089974289e+17
257,300,0.50148703633649,0.43405559482585,0.2019999999999999,evaporated_in_SOL,6.550811089974289e+17
258,300,0.52274082697832,0.41820885965844,0.208,evaporated_inside_lcfs,6.550811089974289e+17
259,300,0.54828466126457,0.40072128423848,0.215,evaporated_inside_lcfs,6.550811089974289e+17
260,300,0.57649022744158,0.37946496897468,0.2239999999999999,evaporated_inside_lcfs,6.550811089974289e+17
261,300,0.5039429766003,0.43728779658109,0.182,evaporated_in_SOL,6.550811089974289e+17
262,300,0.49670731602893,0.43765671671843,0.185,evaporated_in_SOL,6.550811089974289e+17
263,300,0.522312348515,0.41799530918625,0.192,evaporated_inside_lcfs,6.550811089974289e+17
264,300,0.5525596455826,0.3967978158631,0.1999999999999999,evaporated_inside_lcfs,6.550811089974289e+17
265,300,0.58585819481182,0.37257612336439,0.21,evaporated_inside_lcfs,6.550811089974289e+17
266,300,0.50986883116243,0.43494332769657,0.1679999999999999,evaporated_in_SOL,6.550811089974289e+17
267,300,0.49530616834257,0.43656233233523,0.1709999999999999,evaporated_in_SOL,6.550811089974289e+17
268,300,0.52062011491156,0.42064179870055,0.177,evaporated_in_SOL,6.550811089974289e+17
269,300,0.55556306729724,0.39504591569677,0.186,evaporated_inside_lcfs,6.550811089974289e+17
270,300,0.593804387178,0.36702000183804,0.1969999999999999,evaporated_inside_lcfs,6.550811089974289e+17
