# Target loading - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2026-06-16  13:49 jjl     template, 5.2 switches
# x	 : coordinate along target [m]. <0 in PFR
# ne	 : electron density [1/m^3]
# Te	 : electron temperature [eV]
# Ti	 : ion temperature [eV]
# Wtot	 : total power flux [W/m^2]
# Wpart	 : power flux with particles [W/m^2]
# Wrad	 : power flux with radiation [W/m^2]
# Wpls	 : power flux with charged particles [W/m^2]
# Wneut	 : power flux with neutral particles [W/m^2]
# Wheat	 : power flux due to particles impinging on wall [W/m^2]
# Wpot	 : power flux due to recombination [W/m^2]
# Whtpl	 : power flux due to plasma particles impinging on wall [W/m^2]
# Wptpl	 : power flux due to plasma recombination [W/m^2]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc	 : radial coordinate on target [m]
# Zclfc	 : vertical coordinate on target [m]
# Wpar_xpt	 : parallel power flux around x-point [W/m^2]
# WWpar	 : would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg	 : would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt	 : connection length from midplane to target [m]
# Lcnnx	 : connection length from x-point to target [m]
#           x            ne            Te            Ti          Wtot         Wpart          Wrad          Wpls         Wneut         Wheat          Wpot         Whtpl         Wptpl           xMP         Rclfc         Zclfc      Wpar_xpt         WWpar         WWtrg         Lcnnt         Lcnnx
 -5.04184E-02   2.92457E+19   1.73513E-01   1.73307E-01   1.81579E+05   5.17123E+04   1.29866E+05   7.83321E+03   4.38791E+04   3.15629E+04   2.01494E+04   4.42577E+02   7.39063E+03  -1.88133E-01   3.39978E+00  -3.65295E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.36328E+01   2.16691E+01
 -4.22419E-02   4.78165E+19   1.88376E-01   1.84085E-01   2.19730E+05   8.54804E+04   1.34249E+05   1.34748E+04   7.20057E+04   5.16998E+04   3.37806E+04   6.31379E+02   1.28434E+04  -1.71538E-01   3.40095E+00  -3.64486E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.52617E+01   2.24478E+01
 -3.44473E-02   7.81585E+19   2.07143E-01   2.04052E-01   2.43425E+05   1.04575E+05   1.38850E+05   2.28767E+04   8.16988E+04   5.91015E+04   4.54740E+04   1.15837E+03   2.17183E+04  -1.54278E-01   3.40207E+00  -3.63715E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.74115E+01   2.35030E+01
 -2.70715E-02   1.22185E+20   2.50166E-01   2.46747E-01   2.84320E+05   1.40800E+05   1.43520E+05   3.92731E+04   1.01527E+05   7.45236E+04   6.62767E+04   2.51765E+03   3.67555E+04  -1.36177E-01   3.40312E+00  -3.62985E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.00209E+01   2.49076E+01
 -2.01491E-02   1.80500E+20   3.07260E-01   3.04923E-01   3.40496E+05   1.92223E+05   1.48273E+05   6.21828E+04   1.30040E+05   9.58219E+04   9.64010E+04   3.59375E+03   5.85890E+04  -1.16924E-01   3.40411E+00  -3.62299E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.31321E+01   2.65112E+01
 -1.37280E-02   2.52699E+20   3.51906E-01   3.48957E-01   4.07818E+05   2.54473E+05   1.53345E+05   9.53853E+04   1.59087E+05   1.18914E+05   1.35558E+05   6.08496E+03   8.93003E+04  -9.59053E-02   3.40503E+00  -3.61664E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.68110E+01   2.81343E+01
 -7.83594E-03   3.29949E+20   4.03662E-01   3.99874E-01   5.12612E+05   3.53875E+05   1.58736E+05   1.34326E+05   2.19549E+05   1.66262E+05   1.87613E+05   1.05518E+04   1.23774E+05  -7.14646E-02   3.40588E+00  -3.61081E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.23804E+01   3.10559E+01
 -2.50990E-03   4.04822E+20   4.55744E-01   4.52443E-01   6.31616E+05   4.67952E+05   1.63664E+05   1.74246E+05   2.93706E+05   2.21964E+05   2.45987E+05   1.36597E+04   1.60586E+05  -2.90390E-02   3.40664E+00  -3.60554E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.10381E+01   4.03203E+01
  5.44261E-03   5.05807E+20   5.09780E-01   5.06595E-01   7.32307E+05   5.60304E+05   1.72003E+05   2.26592E+05   3.33712E+05   2.53677E+05   3.06627E+05   1.69992E+04   2.09593E+05   7.87494E-04   3.40778E+00  -3.59767E+00   1.36137E+09   1.27027E+09   4.06332E+07   8.36897E+01   3.50955E+01
  1.71147E-02   6.30980E+20   5.84987E-01   5.81514E-01   9.57994E+05   7.70485E+05   1.87509E+05   3.04896E+05   4.65589E+05   3.58960E+05   4.11525E+05   2.87513E+04   2.76145E+05   2.46333E-03   3.40945E+00  -3.58612E+00   8.29571E+08   7.83467E+08   2.46979E+07   6.78610E+01   2.67753E+01
  3.03642E-02   7.13163E+20   6.03960E-01   5.99310E-01   1.16924E+06   9.57094E+05   2.12146E+05   3.43410E+05   6.13684E+05   4.64895E+05   4.92199E+05   2.96530E+04   3.13757E+05   4.33558E-03   3.41136E+00  -3.57300E+00   4.95671E+08   4.72091E+08   1.46266E+07   6.19079E+01   2.36689E+01
  4.52196E-02   7.33355E+20   6.20350E-01   6.16978E-01   1.38614E+06   1.13738E+06   2.48766E+05   3.46183E+05   7.91194E+05   5.94032E+05   5.43345E+05   3.28946E+04   3.13288E+05   6.39455E-03   3.41350E+00  -3.55830E+00   3.17107E+08   3.04248E+08   9.22989E+06   5.79402E+01   2.14506E+01
  6.17319E-02   6.79465E+20   6.26194E-01   6.23861E-01   1.44645E+06   1.14676E+06   2.99691E+05   3.00713E+05   8.46048E+05   6.25773E+05   5.20988E+05   2.57322E+04   2.74981E+05   8.62993E-03   3.41589E+00  -3.54196E+00   2.05976E+08   1.98948E+08   5.91222E+06   5.45973E+01   1.96017E+01
  7.99573E-02   5.82076E+20   6.43897E-01   6.40134E-01   1.41144E+06   1.05426E+06   3.57176E+05   2.49735E+05   8.04524E+05   5.92101E+05   4.62159E+05   2.15095E+04   2.28226E+05   1.10324E-02   3.41852E+00  -3.52393E+00   1.29979E+08   1.26325E+08   3.64855E+06   5.21840E+01   1.81811E+01
  1.00022E-01   4.61775E+20   7.08317E-01   7.06564E-01   1.13395E+06   7.23729E+05   4.10225E+05   1.92362E+05   5.31367E+05   3.94093E+05   3.29636E+05   1.72326E+04   1.75129E+05   1.35942E-02   3.42142E+00  -3.50408E+00   7.91592E+07   7.73828E+07   2.15332E+06   4.99955E+01   1.68769E+01
  1.22035E-01   3.07561E+20   8.51168E-01   8.46304E-01   9.04689E+05   4.31623E+05   4.73065E+05   1.44009E+05   2.87614E+05   2.18761E+05   2.12862E+05   1.47771E+04   1.29232E+05   1.63100E-02   3.42460E+00  -3.48229E+00   4.65412E+07   4.57473E+07   1.23395E+06   4.78758E+01   1.56558E+01
  1.46179E-01   1.72222E+20   1.27909E+00   1.32536E+00   8.01293E+05   2.44789E+05   5.56504E+05   1.12923E+05   1.31865E+05   1.10540E+05   1.34249E+05   1.70169E+04   9.59063E+04   1.91724E-02   3.42809E+00  -3.45840E+00   2.66907E+07   2.63720E+07   6.77726E+05   4.61310E+01   1.45812E+01
  1.72638E-01   7.78428E+19   2.34037E+00   2.88065E+00   8.23401E+05   1.72795E+05   6.50606E+05   1.12702E+05   6.00933E+04   7.41008E+04   9.86946E+04   3.14809E+04   8.12212E+04   2.21696E-02   3.43195E+00  -3.43223E+00   1.56567E+07   1.55459E+07   3.81367E+05   4.45567E+01   1.35668E+01
  2.01988E-01   1.97359E+19   8.51216E+00   1.11435E+01   8.22790E+05   1.44388E+05   6.78402E+05   1.29979E+05   1.44091E+04   6.96296E+04   7.47587E+04   5.94102E+04   7.05689E+04   2.52984E-02   3.43618E+00  -3.40318E+00   1.00325E+07   1.00080E+07   2.26815E+05   4.29539E+01   1.25687E+01
  2.34826E-01   5.78321E+18   1.57421E+01   3.53746E+01   7.69055E+05   1.14492E+05   6.54563E+05   1.11556E+05   2.93529E+03   5.79822E+04   5.65096E+04   5.59004E+04   5.56561E+04   2.85496E-02   3.44086E+00  -3.37068E+00   6.77321E+06   6.78636E+06   1.42744E+05   4.15149E+01   1.16009E+01
  2.71650E-01   3.02316E+18   1.65167E+01   5.04568E+01   6.97961E+05   7.18958E+04   6.26065E+05   6.68022E+04   5.09365E+03   3.33638E+04   3.85321E+04   2.97512E+04   3.70510E+04   3.19087E-02   3.44618E+00  -3.33424E+00   4.30770E+06   4.33368E+06   8.33035E+04   3.99890E+01   1.05893E+01
  3.14232E-01   1.90290E+18   1.56065E+01   5.69596E+01   6.30885E+05   4.02286E+04   5.90656E+05   3.91026E+04   1.12600E+03   1.76949E+04   2.25337E+04   1.68963E+04   2.22063E+04   3.53675E-02   3.45233E+00  -3.29211E+00   2.68448E+06   2.71074E+06   4.52863E+04   3.84956E+01   9.53952E+00
  3.66078E-01   1.24635E+18   1.44576E+01   6.12302E+01   5.75345E+05   2.06718E+04   5.54673E+05   2.03060E+04   3.65811E+02   8.48710E+03   1.21847E+04   8.22766E+03   1.20783E+04   3.89169E-02   3.45976E+00  -3.24080E+00   1.64384E+06   1.66533E+06   2.28264E+04   3.68801E+01   8.36526E+00
  4.37490E-01   8.46388E+17   1.31189E+01   6.11703E+01   5.22662E+05   9.24177E+03   5.13420E+05   9.22936E+03   1.24119E+01   3.82974E+03   5.41203E+03   3.82094E+03   5.40843E+03   4.25490E-02   3.46997E+00  -3.17012E+00   1.02025E+06   1.03606E+06   9.79012E+03   3.49619E+01   6.89443E+00
  5.02367E-01   5.92362E+17   1.19657E+01   5.99463E+01   4.70817E+05   1.09634E+04   4.59854E+05   1.09433E+04   2.01625E+01   4.03881E+03   6.92462E+03   4.02451E+03   6.91876E+03   4.62546E-02   3.48477E+00  -3.10745E+00   6.48556E+05   6.59245E+05   1.21358E+04   3.31625E+01   5.45139E+00
  5.41466E-01   4.41334E+17   1.04703E+01   5.26907E+01   1.07519E+05   8.46214E+03   9.90570E+04   8.46204E+03   9.73135E-02   2.19309E+03   6.26905E+03   2.19302E+03   6.26902E+03   5.00260E-02   3.50294E+00  -3.07304E+00   4.23085E+05   4.30012E+05   1.06036E+04   3.19368E+01   4.58181E+00
