# distance_from_target_mm,peak_normalized_WI_498nm  (digitized 2026-09-11 from Curt's plot screenshot, ~0.1 mm / 0.01 resolution, spikes median-filtered; replace with the measured data when available)
0.043,0.212
0.128,0.212
0.213,0.198
0.299,0.251
0.384,0.333
0.469,0.395
0.555,0.430
0.640,0.463
0.725,0.493
0.811,0.529
0.896,0.558
0.982,0.589
1.067,0.617
1.152,0.649
1.238,0.690
1.323,0.738
1.408,0.785
1.494,0.804
1.579,0.803
1.664,0.804
1.750,0.831
1.835,0.864
1.920,0.881
2.006,0.889
2.091,0.911
2.176,0.922
2.262,0.919
2.347,0.917
2.432,0.927
2.518,0.946
2.603,0.951
2.688,0.937
2.774,0.939
2.859,0.961
2.945,0.988
3.030,0.988
3.115,1.000
3.371,0.992
3.457,0.975
3.542,0.972
3.627,0.973
3.713,0.947
3.798,0.891
3.883,0.911
3.969,0.952
4.054,0.951
4.139,0.942
4.225,0.961
4.310,0.962
4.395,0.937
4.481,0.935
4.566,0.964
4.651,0.964
4.737,0.951
4.822,0.947
4.908,0.940
4.993,0.937
5.078,0.935
5.164,0.929
5.249,0.881
5.334,0.876
5.420,0.867
5.505,0.862
5.590,0.894
5.676,0.889
5.761,0.840
5.846,0.824
5.932,0.823
6.102,0.836
6.188,0.831
6.273,0.829
6.358,0.834
6.444,0.826
6.529,0.808
6.615,0.796
6.700,0.786
6.785,0.781
6.871,0.781
6.956,0.775
7.041,0.761
7.127,0.758
7.212,0.773
7.297,0.765
7.383,0.746
7.468,0.738
7.553,0.683
7.639,0.664
7.724,0.728
7.809,0.751
7.895,0.732
7.980,0.725
8.065,0.750
8.151,0.766
8.236,0.727
8.321,0.702
8.407,0.693
8.492,0.708
8.578,0.733
8.663,0.688
8.748,0.649
8.834,0.657
8.919,0.659
9.004,0.642
9.090,0.645
9.175,0.645
9.260,0.642
9.346,0.645
9.431,0.650
9.516,0.652
9.602,0.640
9.687,0.620
9.772,0.617
9.858,0.637
9.943,0.632
10.028,0.632
10.114,0.607
10.199,0.632
10.284,0.630
10.370,0.616
10.455,0.591
10.541,0.587
10.626,0.560
10.711,0.531
10.797,0.534
10.882,0.551
10.967,0.549
11.053,0.541
11.138,0.524
11.223,0.512
11.309,0.522
11.394,0.564
11.479,0.560
11.565,0.553
11.650,0.541
11.735,0.536
11.821,0.532
11.906,0.534
11.991,0.539
12.077,0.529
12.162,0.517
12.248,0.514
12.333,0.514
12.418,0.512
12.504,0.511
12.589,0.507
12.674,0.502
12.760,0.496
12.845,0.491
12.930,0.488
13.016,0.485
13.101,0.471
13.186,0.468
13.272,0.483
13.357,0.488
13.442,0.485
13.528,0.471
13.613,0.469
13.698,0.459
