R_m Z_m Te_eV Ti_eV O1+_sput O2+_sput O3+_sput O4+_sput O5+_sput O6+_sput O7+_sput O8+_sput Total_sput
2.90721360e+00 4.70228200e-01 3.66916586e-01 2.80791555e+00 3.72838826e-07 2.16738137e-07 3.62128131e-07 4.84438837e-03 1.70899248e+03 1.55592579e+08 3.97188135e-97 2.25507743e-201 1.55594288e+08
2.91721360e+00 4.70228200e-01 2.84145009e-01 2.55976601e+00 2.34465065e-07 8.35954564e-08 1.36566385e-07 1.05009055e-05 7.76763690e-01 3.98313301e+05 1.65336629e-24 1.58760791e-119 3.98314078e+05
2.92721360e+00 4.70228200e-01 1.71023665e-01 1.51023259e+00 1.56960640e-07 4.60534102e-08 7.39530462e-08 5.41224892e-08 7.05398391e-08 6.89947740e-07 1.22224115e-05 3.04189481e-03 3.05520880e-03
2.93721360e+00 4.70228200e-01 1.52860126e-01 1.10580042e+00 1.50315423e-07 3.60044480e-08 4.25917341e-08 2.35328569e-08 2.80543359e-08 3.04398762e-07 5.83196933e-08 2.82974906e-08 6.71514744e-07
2.94310770e+00 4.62006790e-01 1.52155439e-01 1.08995933e+00 1.59948029e-07 4.10165954e-08 5.72802033e-08 3.35000477e-08 3.50654455e-08 2.97686767e-07 6.39558799e-08 3.36218163e-08 7.22074784e-07
2.94889750e+00 4.53711500e-01 1.65624298e-01 1.38994224e+00 1.59403449e-07 4.54793732e-08 7.17355328e-08 5.00119310e-08 6.17787100e-08 5.79021522e-07 3.14929230e-07 4.82266290e-05 4.95089888e-05
2.95458180e+00 4.45343670e-01 1.75310863e-01 1.48511562e+00 1.82673299e-07 7.10662614e-08 1.20485990e-07 9.93947302e-08 2.64925034e-07 5.05303845e-06 4.25584079e-05 7.87140235e-03 7.91975235e-03
2.96015990e+00 4.36904630e-01 1.53880327e-01 8.22402467e-01 2.33155029e-07 1.05387255e-07 1.73135091e-07 1.41776594e-07 5.15129075e-07 1.12253002e-05 2.19389807e-06 9.28318171e-07 1.55160995e-05
2.96563090e+00 4.28395730e-01 1.73032647e-01 8.52833991e-01 5.42180793e-07 5.85514067e-07 1.00064658e-06 9.74842102e-07 4.03711964e-06 9.08526525e-05 1.83296556e-05 7.70734041e-06 1.24029952e-04
2.97099380e+00 4.19818330e-01 2.12568597e-01 9.30525214e-01 6.34210437e-07 9.26935569e-07 1.74986762e-06 1.82157361e-06 7.70476618e-06 1.78506313e-04 3.44644056e-05 1.39694321e-05 2.39777504e-04
2.97624780e+00 4.11173810e-01 3.73704151e-01 1.25209074e+00 1.73844925e-06 2.84981653e-06 5.39697623e-06 5.68145044e-06 2.42898110e-05 5.63842657e-04 1.08830903e-04 4.52693584e-03 5.23956590e-03
3.19846920e+00 4.04976050e-01 3.00000000e-02 3.00000000e-02 5.54603118e-08 3.10337269e-08 6.67453522e-08 4.09409788e-08 3.50708880e-08 3.49457361e-08 3.51786613e-08 2.42742296e-08 3.23649885e-07
3.19378450e+00 4.13837600e-01 3.00000000e-02 3.00000000e-02 5.54603118e-08 3.10337269e-08 6.67453522e-08 4.09409788e-08 3.50708880e-08 3.49457361e-08 3.51786613e-08 2.42742296e-08 3.23649885e-07
3.18899870e+00 4.22644960e-01 3.00000000e-02 3.00000000e-02 4.89798317e-08 2.62194279e-08 5.55508686e-08 3.38194822e-08 2.88171534e-08 2.86304218e-08 2.87723984e-08 1.98459975e-08 2.70635581e-07
3.18411240e+00 4.31396980e-01 3.00000000e-02 3.00000000e-02 4.89798317e-08 2.62194279e-08 5.55508686e-08 3.38194822e-08 2.88171534e-08 2.86304218e-08 2.87723984e-08 1.98459975e-08 2.70635581e-07
3.17912630e+00 4.40092530e-01 3.00000000e-02 3.00000000e-02 3.08101960e-08 1.59926761e-08 3.37777218e-08 2.04971640e-08 1.74046214e-08 1.72346778e-08 1.72704109e-08 1.18828126e-08 1.64870281e-07
3.17404100e+00 4.48730450e-01 3.00000000e-02 3.00000000e-02 3.08101960e-08 1.59926761e-08 3.37777218e-08 2.04971640e-08 1.74046214e-08 1.72346778e-08 1.72704109e-08 1.18828126e-08 1.64870281e-07
3.16885720e+00 4.57309610e-01 3.00000000e-02 3.00000000e-02 3.08101960e-08 1.59926761e-08 3.37777218e-08 2.04971640e-08 1.74046214e-08 1.72346778e-08 1.72704109e-08 1.18828126e-08 1.64870281e-07
3.16357560e+00 4.65828900e-01 3.00000000e-02 3.00000000e-02 1.78052647e-08 6.50256124e-09 1.14760361e-08 6.34455140e-09 5.09401321e-09 4.86882024e-09 4.76602885e-09 3.22667337e-09 6.00839491e-08
3.15819690e+00 4.74287200e-01 3.00000000e-02 3.00000000e-02 1.78052647e-08 6.50256124e-09 1.14760361e-08 6.34455140e-09 5.09401321e-09 4.86882024e-09 4.76602885e-09 3.22667337e-09 6.00839491e-08
3.15272170e+00 4.82683400e-01 3.00000000e-02 3.00000000e-02 1.78052647e-08 6.50256124e-09 1.14760361e-08 6.34455140e-09 5.09401321e-09 4.86882024e-09 4.76602885e-09 3.22667337e-09 6.00839491e-08
3.14715080e+00 4.91016400e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.14148490e+00 4.99285120e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.13572480e+00 5.07488460e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.12987120e+00 5.15625350e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.12392490e+00 5.23694730e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.11788660e+00 5.31695550e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.11175720e+00 5.39626740e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.10553750e+00 5.47487290e-01 3.00000000e-02 3.00000000e-02 8.11800947e-09 2.18017192e-09 2.82661867e-09 1.16626111e-09 6.78027989e-10 4.68935316e-10 3.39218098e-10 1.74614468e-10 1.59518570e-08
3.09922820e+00 5.55276150e-01 3.00000000e-02 3.00000000e-02 1.51750279e-08 7.29528600e-09 1.50719641e-08 8.90931739e-09 7.56234236e-09 7.49032757e-09 7.50899076e-09 5.17400457e-09 7.41872607e-08
3.09283010e+00 5.62992310e-01 3.00000000e-02 3.00000000e-02 1.51750279e-08 7.29528600e-09 1.50719641e-08 8.90931739e-09 7.56234236e-09 7.49032757e-09 7.50899076e-09 5.17400457e-09 7.41872607e-08
3.08634430e+00 5.70634750e-01 3.00000000e-02 3.00000000e-02 1.51750279e-08 7.29528600e-09 1.50719641e-08 8.90931739e-09 7.56234236e-09 7.49032757e-09 7.50899076e-09 5.17400457e-09 7.41872607e-08
3.07977130e+00 5.78202480e-01 3.00000000e-02 3.00000000e-02 5.41794823e-09 6.54928646e-09 1.57290599e-08 9.95664186e-09 8.56491995e-09 8.52641430e-09 8.55999500e-09 5.89642764e-09 6.92006934e-08
3.07311230e+00 5.85694510e-01 3.00000000e-02 3.00000000e-02 5.41794823e-09 6.54928646e-09 1.57290599e-08 9.95664186e-09 8.56491995e-09 8.52641430e-09 8.55999500e-09 5.89642764e-09 6.92006934e-08
3.06636790e+00 5.93109850e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.05953910e+00 6.00447530e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.05262690e+00 6.07706590e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.04563200e+00 6.14886090e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.03855540e+00 6.21985080e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.03139800e+00 6.29002630e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.02416090e+00 6.35937830e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.01684480e+00 6.42789760e-01 3.00000000e-02 3.00000000e-02 1.27218773e-08 1.19902397e-08 2.74067120e-08 1.63258328e-08 1.32475841e-08 1.24944777e-08 1.19433288e-08 7.87268525e-09 1.14002738e-07
3.00945080e+00 6.49557530e-01 3.00000000e-02 3.00000000e-02 3.10810042e-08 1.97178296e-08 4.53056281e-08 2.87908936e-08 2.50668303e-08 2.53620687e-08 2.58881853e-08 1.81540015e-08 2.19366441e-07
3.00197990e+00 6.56240250e-01 3.00000000e-02 3.00000000e-02 3.10810042e-08 1.97178296e-08 4.53056281e-08 2.87908936e-08 2.50668303e-08 2.53620687e-08 2.58881853e-08 1.81540015e-08 2.19366441e-07
2.99443300e+00 6.62837050e-01 3.00000000e-02 3.00000000e-02 3.10810042e-08 1.97178296e-08 4.53056281e-08 2.87908936e-08 2.50668303e-08 2.53620687e-08 2.58881853e-08 1.81540015e-08 2.19366441e-07
2.98681110e+00 6.69347070e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.97911520e+00 6.75769440e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.97134630e+00 6.82103340e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.96350540e+00 6.88347920e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.95559370e+00 6.94502380e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.94761200e+00 7.00565910e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.93956140e+00 7.06537710e-01 3.00000000e-02 3.00000000e-02 5.49515037e-08 3.67192961e-08 7.82170294e-08 4.52217160e-08 3.60835701e-08 3.37464007e-08 3.21306768e-08 2.11897444e-08 3.38259937e-07
2.93144310e+00 7.12417010e-01 3.00000000e-02 3.00000000e-02 7.26582845e-08 4.21835328e-08 9.63881692e-08 6.03800852e-08 5.17135650e-08 5.15788706e-08 5.24089122e-08 3.67962735e-08 4.64107693e-07
2.92325800e+00 7.18203020e-01 3.00000000e-02 3.00000000e-02 7.26582845e-08 4.21835328e-08 9.63881692e-08 6.03800852e-08 5.17135650e-08 5.15788706e-08 5.24089122e-08 3.67962735e-08 4.64107693e-07
2.91500720e+00 7.23895000e-01 3.00000000e-02 3.00000000e-02 7.26582845e-08 4.21835328e-08 9.63881692e-08 6.03800852e-08 5.17135650e-08 5.15788706e-08 5.24089122e-08 3.67962735e-08 4.64107693e-07
2.90669190e+00 7.29492200e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.89831300e+00 7.34993890e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.88987180e+00 7.40399340e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.88136920e+00 7.45707850e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.87280650e+00 7.50918730e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.86418470e+00 7.56031280e-01 3.00000000e-02 3.00000000e-02 9.98265874e-08 6.12930423e-08 1.40575451e-07 8.86704665e-08 7.63114188e-08 7.46843682e-08 7.05637283e-08 4.62892761e-08 6.58214339e-07
2.85550500e+00 7.61044850e-01 3.00000000e-02 3.00000000e-02 1.15263149e-07 6.83128311e-08 1.57475252e-07 9.96296054e-08 8.53732289e-08 8.55421378e-08 8.64592950e-08 6.04902315e-08 7.58545731e-07
2.84676840e+00 7.65958770e-01 3.00000000e-02 3.00000000e-02 1.15263149e-07 6.83128311e-08 1.57475252e-07 9.96296054e-08 8.53732289e-08 8.55421378e-08 8.64592950e-08 6.04902315e-08 7.58545731e-07
2.83797620e+00 7.70772410e-01 3.00000000e-02 3.00000000e-02 1.15263149e-07 6.83128311e-08 1.57475252e-07 9.96296054e-08 8.53732289e-08 8.55421378e-08 8.64592950e-08 6.04902315e-08 7.58545731e-07
2.82912950e+00 7.75485120e-01 3.00000000e-02 3.00000000e-02 1.40184344e-07 8.51187669e-08 1.97583200e-07 1.25298476e-07 1.07447411e-07 1.07739604e-07 1.09136211e-07 7.65761614e-08 9.49084174e-07
2.82022950e+00 7.80096300e-01 3.00000000e-02 3.00000000e-02 1.40184344e-07 8.51187669e-08 1.97583200e-07 1.25298476e-07 1.07447411e-07 1.07739604e-07 1.09136211e-07 7.65761614e-08 9.49084174e-07
2.81127730e+00 7.84605350e-01 3.00000000e-02 3.00000000e-02 1.40184344e-07 8.51187669e-08 1.97583200e-07 1.25298476e-07 1.07447411e-07 1.07739604e-07 1.09136211e-07 7.65761614e-08 9.49084174e-07
2.80227400e+00 7.89011660e-01 3.00000000e-02 3.00000000e-02 1.40184344e-07 8.51187669e-08 1.97583200e-07 1.25298476e-07 1.07447411e-07 1.07739604e-07 1.09136211e-07 7.65761614e-08 9.49084174e-07
2.76600000e+00 7.49200000e-01 3.00000000e-02 3.23966331e-02 1.49488661e-07 8.54389932e-08 2.09969900e-07 1.37055125e-07 1.13989293e-07 1.13352880e-07 1.15269099e-07 8.47100198e-08 1.00927397e-06
2.75566670e+00 7.49200000e-01 3.03365005e-02 3.42297490e-02 1.50410896e-07 8.54668684e-08 2.10689743e-07 1.37841723e-07 1.14378745e-07 1.13683892e-07 1.15584241e-07 8.51961015e-08 1.01325221e-06
2.74533330e+00 7.49200000e-01 3.29194312e-02 3.92008234e-02 1.56803693e-07 8.74813172e-08 2.17315361e-07 1.42966100e-07 1.17918359e-07 1.17066135e-07 1.18957535e-07 8.83624114e-08 1.04687091e-06
2.73500000e+00 7.49200000e-01 3.55023370e-02 4.41718497e-02 1.63196429e-07 8.94957464e-08 2.23940914e-07 1.48090428e-07 1.21457939e-07 1.20448346e-07 1.22330796e-07 9.15286907e-08 1.08048929e-06
2.72466670e+00 7.49200000e-01 3.80852428e-02 4.91428760e-02 1.69589165e-07 9.15101756e-08 2.30566467e-07 1.53214755e-07 1.24997519e-07 1.23830557e-07 1.25704057e-07 9.46949699e-08 1.11410767e-06
2.71433330e+00 7.49200000e-01 3.96767614e-02 5.22354745e-02 1.73554813e-07 9.27558033e-08 2.34680013e-07 1.56401938e-07 1.27195600e-07 1.25929663e-07 1.27797641e-07 9.66645558e-08 1.13498003e-06
2.70400000e+00 7.49200000e-01 4.60455853e-02 6.64271283e-02 1.76001398e-07 9.30936242e-08 2.36280867e-07 1.58136446e-07 1.28189087e-07 1.27292451e-07 1.28627531e-07 9.76190999e-08 1.14524050e-06
2.69366670e+00 7.49200000e-01 5.67955708e-02 9.03813320e-02 1.80131126e-07 9.36638361e-08 2.38983079e-07 1.61064253e-07 1.29866063e-07 1.29592757e-07 1.30028361e-07 9.92303606e-08 1.16255984e-06
2.68333330e+00 7.49200000e-01 5.96017877e-02 1.00900894e-01 1.77158346e-07 9.32128665e-08 2.38082203e-07 1.60747631e-07 1.29550467e-07 1.30127273e-07 1.29732169e-07 9.90465693e-08 1.15765752e-06
2.67300000e+00 7.49200000e-01 7.15183717e-02 1.45569140e-01 1.64538577e-07 9.12982717e-08 2.34259008e-07 1.59405081e-07 1.28211452e-07 1.32397611e-07 1.28475409e-07 9.82673388e-08 1.13685275e-06
2.66266670e+00 7.49200000e-01 8.49380568e-02 2.00329170e-01 1.61232048e-07 9.28997652e-08 2.34736175e-07 1.62775258e-07 1.44868809e-07 4.47741632e-07 1.87950812e-07 1.26456748e-07 1.55866125e-06
2.65233330e+00 7.49200000e-01 1.04559376e-01 2.96726482e-01 1.96350117e-07 1.09007974e-07 2.52955807e-07 1.85589273e-07 2.35775865e-07 2.05477010e-06 4.97995932e-07 2.74165426e-07 3.80661050e-06
2.64200000e+00 7.49200000e-01 1.21661912e-01 4.00374447e-01 2.21785996e-07 1.19785660e-07 2.63954814e-07 2.01996273e-07 3.03609158e-07 3.25513469e-06 7.29973858e-07 3.85146620e-07 5.48138706e-06
2.63166670e+00 7.49200000e-01 1.30557237e-01 5.27652790e-01 2.15672109e-07 1.13193546e-07 2.51424903e-07 1.97525767e-07 2.96255986e-07 3.13037452e-06 7.07567876e-07 3.76450442e-07 5.28846515e-06
2.62133330e+00 7.49200000e-01 1.39452647e-01 6.54932365e-01 2.09558164e-07 1.06601369e-07 2.38894871e-07 1.93055218e-07 2.88902744e-07 3.00561316e-06 6.85161677e-07 3.67754179e-07 5.09554138e-06
2.61100000e+00 7.49200000e-01 1.48347972e-01 7.82210708e-01 2.03444278e-07 1.00009256e-07 2.26364960e-07 1.88584712e-07 2.81549573e-07 2.88085299e-06 6.62755694e-07 3.59058001e-07 4.90261947e-06
2.60066670e+00 7.49200000e-01 1.57243296e-01 9.09489051e-01 1.97330392e-07 9.34171421e-08 2.13835050e-07 1.84114207e-07 2.74196402e-07 2.75609283e-06 6.40349712e-07 3.50361822e-07 4.70969756e-06
2.59033330e+00 7.49200000e-01 1.62974488e-01 9.91482677e-01 1.93394425e-07 8.91718545e-08 2.05764971e-07 1.81235964e-07 2.69465852e-07 2.67583501e-06 6.25937436e-07 3.44769958e-07 4.58557547e-06
2.58000000e+00 7.49200000e-01 1.65403293e-01 1.08563687e+00 1.88707745e-07 8.54762766e-08 1.96216040e-07 1.72035633e-07 2.51112048e-07 2.44334052e-06 5.75548416e-07 3.18854581e-07 4.23129126e-06
2.56966670e+00 7.49200000e-01 1.72219236e-01 1.35005458e+00 1.75532444e-07 7.50910159e-08 1.69390200e-07 1.46187720e-07 1.99532065e-07 1.78979984e-06 4.33918446e-07 5.23859494e-05 5.53754011e-05
2.55933330e+00 7.49200000e-01 1.79035245e-01 1.61447486e+00 1.62357015e-07 6.47056548e-08 1.42564101e-07 1.20339558e-07 1.47951583e-07 2.82724567e-06 5.19554254e-04 2.19913448e-01 2.20436468e-01
2.54900000e+00 7.49200000e-01 1.87326799e-01 1.70555840e+00 1.67518192e-07 6.60453691e-08 1.41110430e-07 1.19711476e-07 1.54492566e-07 3.30863886e-05 8.45183284e-03 5.06726305e+00 5.07574862e+00
2.53866670e+00 7.49200000e-01 2.34083581e-01 2.05310162e+00 2.13545507e-07 8.45711974e-08 1.57327217e-07 1.40642910e-07 1.26173578e-05 6.46230879e-01 5.92270233e+02 1.33143936e+06 1.33203228e+06
2.52833330e+00 7.49200000e-01 2.80840816e-01 2.40064821e+00 2.59573268e-07 1.03097205e-07 1.73544161e-07 9.89031793e-07 3.61227104e-02 8.66324062e+03 3.13186269e+07 5.44689450e-72 3.13272902e+07
2.51800000e+00 7.49200000e-01 3.38461876e-01 2.73565962e+00 3.09412969e-07 1.24416984e-07 1.94335155e-07 5.45378267e-04 8.92776359e+01 9.06477369e+07 6.92684260e-76 2.13707328e-177 9.06478261e+07
2.50766670e+00 7.49200000e-01 4.20434141e-01 3.04258221e+00 3.67797757e-07 1.51999127e-07 1.09809820e-06 2.66848961e-01 1.71128238e+05 4.75871403e-51 2.58291179e-164 3.48885581e-277 1.71128504e+05
2.49733330e+00 7.49200000e-01 5.02407199e-01 3.34950777e+00 4.26183109e-07 1.79581537e-07 1.44235222e-04 1.26479645e+02 1.88635374e-05 3.66604254e-128 8.73330401e-253 3.06351704e-193 1.26479809e+02
2.48700000e+00 7.49200000e-01 5.22909713e-01 3.39214581e+00 4.72392357e-07 2.04538226e-07 3.48403544e-04 3.65664667e+02 1.52845796e-15 7.99566300e-140 5.00906958e-266 3.58903445e-178 3.65665016e+02
2.47666670e+00 7.49200000e-01 7.49288452e-01 3.83827519e+00 1.00672298e-06 4.90413781e-07 2.81100067e+00 1.85479146e+07 9.19112815e-123 1.59213384e-263 3.81308456e-162 1.67895537e-19 1.85479174e+07
2.46633330e+00 7.49200000e-01 8.25684707e-01 3.98856899e+00 1.23329631e-06 3.84454254e-06 5.46406325e+01 5.92268769e-12 6.01221465e-159 3.54868845e-262 2.52691658e-114 5.07856626e-14 5.46406376e+01
2.45600000e+00 7.49200000e-01 8.61994124e-01 4.03751228e+00 1.46756969e-06 1.08340411e-05 1.88161959e+02 3.85612355e-23 6.27479802e-172 4.52209815e-247 2.14394076e-97 1.48600281e-32 1.88161971e+02
2.44460000e+00 7.98600000e-01 8.24407664e-01 3.98475839e+00 1.62290402e-06 4.65163844e-06 6.51059722e+01 3.90093861e-11 5.31674444e-158 4.42848567e-263 2.28149921e-115 1.20195446e-12 6.51059784e+01
2.43230000e+00 7.93600000e-01 8.24407664e-01 3.98475839e+00 1.62290402e-06 4.65163844e-06 6.51059722e+01 3.90093861e-11 5.31674444e-158 4.42848567e-263 2.28149921e-115 1.20195446e-12 6.51059784e+01
2.41990000e+00 7.88600000e-01 8.24081296e-01 3.98380957e+00 1.04386660e-06 3.20029992e-06 4.77712495e+01 4.58148198e-11 7.06091210e-158 2.13191184e-263 1.01429852e-115 2.15847843e-12 4.77712538e+01
2.40760000e+00 7.83600000e-01 8.24081296e-01 3.98380957e+00 1.04386660e-06 3.20029992e-06 4.77712495e+01 4.58148198e-11 7.06091210e-158 2.13191184e-263 1.01429852e-115 2.15847843e-12 4.77712538e+01
2.39520000e+00 7.78700000e-01 1.29235421e+00 4.61581941e+00 2.66660007e-06 5.37261465e-01 1.06109154e+08 4.60997426e-156 2.03035392e-242 3.36414650e-69 3.52959944e-80 1.92402685e-252 1.06109155e+08
2.38290000e+00 7.73700000e-01 2.04190661e+00 5.47892651e+00 8.21486272e-03 2.42512899e+07 9.85729826e-164 4.46101495e-202 2.65161026e+03 1.45942237e-183 2.15769110e-178 1.92307611e+11 1.92331865e+11
2.37050000e+00 7.68700000e-01 3.10771356e+00 6.42752721e+00 7.33021938e+05 4.62180963e-149 1.64144052e-180 2.85316662e-37 5.72489806e-276 2.09349724e-50 4.23274349e+13 3.31208088e+14 3.73535523e+14
2.35820000e+00 7.63700000e-01 4.50808734e+00 7.41743813e+00 2.23495007e-102 3.17295695e-189 2.14192937e-64 2.93573558e-226 2.48602555e+12 9.26322173e+15 6.07992754e+15 5.70497346e+15 2.10506088e+16
2.34580000e+00 7.58700000e-01 6.19486933e+00 8.55816776e+00 1.67243787e-233 4.44124314e-61 3.46009876e-186 7.83686402e+12 2.39625932e+15 1.52002035e+17 6.39621614e+16 4.67606448e+16 2.65128937e+17
2.33350000e+00 7.53700000e-01 6.18548077e+00 8.55804292e+00 1.06479094e-234 4.85779023e-60 3.01944624e-187 7.74284726e+12 2.41155520e+15 1.54032937e+17 6.50002909e+16 4.76875097e+16 2.69140036e+17
2.32110000e+00 7.48700000e-01 7.82321004e+00 9.74080763e+00 4.42579974e-07 3.34343794e-234 1.78799281e+13 1.34625590e+15 2.16359630e+16 9.15895776e+17 3.14016507e+17 1.95787635e+17 1.44870002e+18
2.30880000e+00 7.43700000e-01 7.47171828e+00 9.43781153e+00 3.32270416e-57 9.59250068e-268 3.26097876e+13 3.46044865e+15 2.20953338e+16 6.38197069e+17 2.25288988e+17 1.36455292e+17 1.02552974e+18
2.29650000e+00 7.38800000e-01 9.13722771e+00 1.06593703e+01 5.77339260e-148 1.48005801e-18 4.63020313e+15 1.18698394e+16 8.65664104e+16 2.46190203e+18 7.61023875e+17 4.15651482e+17 3.74164384e+18
2.28410000e+00 7.33800000e-01 9.27867657e+00 1.06699715e+01 4.48466662e-164 8.94136760e-02 1.17668096e+16 2.24757447e+16 9.36791067e+16 2.08115059e+18 6.33331723e+17 3.42671103e+17 3.18507508e+18
2.27180000e+00 7.28800000e-01 9.22148218e+00 1.06376844e+01 1.75203961e-156 1.83688771e-10 2.13849559e+16 3.73797362e+16 8.11445491e+16 1.32911369e+18 3.99892850e+17 2.11471150e+17 2.08038693e+18
2.25940000e+00 7.23800000e-01 7.86132261e+00 1.00843527e+01 1.39804310e+11 2.64739850e-203 1.31932072e+15 2.55893328e+16 2.32908957e+16 2.24124126e+17 7.24798192e+16 3.89602248e+16 3.85763859e+17
2.24710000e+00 7.18800000e-01 7.31650253e+00 8.74375176e+00 2.32735599e-100 1.19579475e-198 3.69867095e-39 1.62780843e+15 1.55077346e+16 4.60768845e+17 1.68675096e+17 1.05466264e+17 7.52045749e+17
2.23470000e+00 7.13800000e-01 2.95840567e+00 4.84250199e+00 5.69131295e+02 3.05608851e-14 4.13173484e-193 3.86121675e-193 1.76497797e-13 1.14969813e-144 1.04589839e-242 2.71305786e-63 5.69131295e+02
2.22240000e+00 7.08800000e-01 5.40939340e+00 6.97053709e+00 1.39354644e-184 6.86505399e-120 1.38658870e-113 5.58941157e-191 1.84557573e+13 2.83322407e+16 1.69741276e+16 1.39284079e+16 5.92532320e+16
2.21000000e+00 7.03900000e-01 1.42946614e+00 3.38230476e+00 1.18160877e-05 1.18532415e-03 1.75807438e+03 6.93775257e+08 5.55519967e-114 8.15275071e-239 4.85466756e-206 1.37023754e-80 6.93777015e+08
