R_m Z_m Te_eV Ti_eV O1+_sput O2+_sput O3+_sput O4+_sput O5+_sput O6+_sput O7+_sput O8+_sput Total_sput
2.19770000e+00 6.98900000e-01 1.42797321e+00 3.35720829e+00 8.05633166e-06 4.77208775e-04 6.91506839e+02 2.69893261e+08 2.34218337e-109 3.01079628e-233 6.62545744e-213 2.16070650e-88 2.69893952e+08
2.18530000e+00 6.93900000e-01 2.31482599e+00 3.95857373e+00 2.50611209e-03 3.43675790e+04 3.75908311e-24 5.80944638e-171 1.43830646e-250 8.54579659e-103 5.01483664e-24 5.04931170e-172 3.43675815e+04
2.17300000e+00 6.88900000e-01 2.92764749e+00 4.33522393e+00 5.50787622e+01 4.28177290e+09 1.75850206e-133 2.88549308e-272 1.91849759e-111 5.21637020e-28 3.19322806e-190 1.03770714e-217 4.28177295e+09
2.16070000e+00 6.83900000e-01 4.70542839e+00 6.19552958e+00 5.91175996e-78 1.86330342e-256 1.35437266e-25 2.86035199e-179 7.99044253e-155 1.60505907e+13 3.04138136e+14 2.38980052e+14 5.59168779e+14
2.14830000e+00 6.78900000e-01 4.96305846e+00 6.69729209e+00 9.02585627e-125 5.92258474e-190 1.00871701e-32 7.76776529e-281 1.73565475e-32 8.28923414e+14 1.90899410e+15 1.41138163e+15 4.14929914e+15
2.13600000e+00 6.73900000e-01 2.78157088e+00 4.37077179e+00 9.98543969e+00 7.82344056e+08 2.63632505e-121 2.45712135e-283 6.09048619e-121 5.96281211e-19 1.91262843e-182 1.45371780e-222 7.82344066e+08
2.12360000e+00 6.68900000e-01 2.61314243e+00 4.41835776e+00 1.35339545e+00 1.39260370e+08 6.49339176e-108 1.02392190e-271 4.55787914e-131 4.07160908e-11 2.22996410e-176 1.49971095e-227 1.39260371e+08
2.11130000e+00 6.64000000e-01 3.85860118e+00 5.28706015e+00 7.47492505e+09 6.33494751e-146 3.47941151e-222 2.49779146e-25 3.17390535e-146 4.46803325e-220 2.31425221e-24 7.39791681e+13 7.39866430e+13
2.09890000e+00 6.59000000e-01 3.72376759e+00 5.02202828e+00 3.19651465e+08 1.22321731e-111 4.15539099e-267 4.29952339e-80 6.34848558e-82 5.22756964e-268 2.24754828e-108 1.01278568e+13 1.01281764e+13
2.08660000e+00 6.54000000e-01 3.31012274e+00 4.56042967e+00 8.90980266e+04 3.44516517e-32 6.50123841e-201 1.26242077e-195 2.10515104e-25 5.13269974e-119 6.65552371e-275 6.44150255e-106 8.90980266e+04
2.07420000e+00 6.49000000e-01 3.07928457e+00 4.47029053e+00 1.62861029e+03 3.30174319e+00 1.38173283e-165 3.75766496e-235 2.70535243e-68 2.20892917e-73 1.39048517e-240 1.00091109e-158 1.63191203e+03
2.06190000e+00 6.44000000e-01 3.07326011e+00 4.47918985e+00 1.32159975e+03 2.87879239e+00 6.17570580e-166 1.66806760e-234 2.61487518e-67 1.07852951e-74 3.16656511e-242 9.52443026e-157 1.32447854e+03
2.04950000e+00 6.39000000e-01 2.83429329e+00 4.33510081e+00 1.94155216e+01 4.03931242e+08 1.04040766e-123 5.99352708e-283 3.74174064e-121 4.15787535e-16 2.86959937e-178 1.66087731e-226 4.03931262e+08
2.03720000e+00 6.34000000e-01 1.93937788e+00 4.60006807e+00 3.68858457e-04 7.81611650e+04 1.31617233e-53 4.29186274e-224 9.25221569e-173 5.05837362e-01 7.89057460e-149 6.51957178e-249 7.81616712e+04
2.02490000e+00 6.29100000e-01 2.04189159e+00 4.32253396e+00 1.32178065e-04 2.47290930e+03 4.60209505e-35 7.92812468e-195 6.73064861e-213 3.81789809e-51 1.63399636e-87 7.52632908e-249 2.47290944e+03
2.01250000e+00 6.24100000e-01 1.79816203e+00 4.43413529e+00 1.19963993e-05 1.69477816e+02 1.55750080e-20 2.16817995e-184 1.55056136e-219 7.49431035e-54 1.13398463e-89 4.14295461e-255 1.69477828e+02
2.00020000e+00 6.19100000e-01 1.60152397e+00 4.57939905e+00 8.04793119e-06 3.07651846e+01 6.19858740e-15 3.87864176e-184 1.40299823e-214 9.97663289e-44 8.88231463e-106 1.41114622e-276 3.07651926e+01
1.98780000e+00 6.14100000e-01 1.45851573e+00 4.68622948e+00 6.14909422e-06 9.11634143e+00 5.53602621e-11 3.99922825e-184 9.74362378e-211 4.26070475e-36 9.14535403e-118 6.04119094e-277 9.11634758e+00
1.97550000e+00 6.09100000e-01 1.36106811e+00 4.75507927e+00 5.10683339e-06 3.82813911e+00 7.50222961e-08 1.55951798e-183 7.47919487e-209 9.31616458e-32 6.86263927e-125 2.17455835e-267 3.82814429e+00
1.96310000e+00 6.04100000e-01 1.36118532e+00 4.75538445e+00 7.05880473e-06 5.06417832e+00 8.39651888e-08 1.62591052e-183 1.01894157e-208 1.26972960e-31 6.09702999e-125 2.97219234e-267 5.06418547e+00
1.95080000e+00 5.99100000e-01 1.29187181e+00 4.80151628e+00 6.23902768e-06 2.64991527e+00 2.90186959e-05 1.10242936e-182 6.46938133e-208 3.75906427e-29 2.85410668e-129 2.64824969e-261 2.64995053e+00
1.93840000e+00 5.94100000e-01 1.23367845e+00 4.83967449e+00 3.86021567e-06 1.13105866e+00 3.54612660e-03 5.47681768e-182 2.03364800e-207 3.06364367e-27 8.39233795e-133 1.61274002e-256 1.13460865e+00
1.92610000e+00 5.89200000e-01 1.17589247e+00 4.88205421e+00 3.32152287e-06 6.61021535e-01 1.61009663e-01 6.69347843e-182 4.84848325e-206 2.72622070e-24 1.87613606e-137 2.04743924e-250 8.22034520e-01
1.91370000e+00 5.84200000e-01 1.10640652e+00 4.92928906e+00 2.81351939e-06 3.42316114e-01 4.05808735e+01 2.99103870e-181 4.39122210e-205 1.41082844e-21 4.42955836e-142 3.43194994e-244 4.09231924e+01
1.90140000e+00 5.79200000e-01 1.10640652e+00 4.92928906e+00 2.81351939e-06 3.42316114e-01 4.05808735e+01 2.99103870e-181 4.39122210e-205 1.41082844e-21 4.42955836e-142 3.43194994e-244 4.09231924e+01
1.89666030e+00 5.55000000e-01 1.00564169e+00 4.96107397e+00 2.33267610e-06 1.05127439e-01 4.44902045e+08 7.48708400e-175 1.65116602e-210 8.07627243e-26 3.40544068e-139 4.67898472e-246 4.44902045e+08
1.89444230e+00 5.45163000e-01 1.00590648e+00 4.96169764e+00 3.58005422e-06 1.49030246e-01 5.94132165e+08 7.07350392e-175 2.77405557e-210 1.38776124e-25 2.48397309e-139 8.58294110e-246 5.94132165e+08
1.89226400e+00 5.35317150e-01 1.00640607e+00 4.96352500e+00 3.33647736e-06 1.41097446e-01 5.69237250e+08 3.12935671e-175 6.49184232e-210 3.80494396e-25 6.88283675e-140 3.22426140e-245 5.69237250e+08
1.89012540e+00 5.25462580e-01 1.00668940e+00 4.96461886e+00 3.26866398e-06 1.40255263e-01 5.69093895e+08 1.96949613e-175 1.09556171e-209 7.05647541e-25 3.25774285e-140 7.18493297e-245 5.69093895e+08
1.88802650e+00 5.15599480e-01 1.00700296e+00 4.96590963e+00 3.18532034e-06 1.39102734e-01 3.74241277e+08 1.14991670e-175 2.03001733e-209 1.46158916e-24 1.36197165e-140 1.85369150e-244 3.74241277e+08
1.88596750e+00 5.05727990e-01 1.00734323e+00 4.96738755e+00 3.09202865e-06 1.37895343e-01 2.30137261e+08 6.23813371e-176 4.09094642e-209 3.34440961e-24 5.03567438e-141 5.45219021e-244 2.30137261e+08
1.88394820e+00 4.95848280e-01 8.68053040e-01 4.98328411e+00 1.65692605e-06 1.62450932e-02 7.75551065e+07 5.13981870e-163 6.78460004e-222 2.23334330e-36 9.33181553e-130 6.27816407e-255 7.75551065e+07
1.88196880e+00 4.85960510e-01 8.68053040e-01 4.98328411e+00 1.65692605e-06 1.62450932e-02 7.75551065e+07 5.13981870e-163 6.78460004e-222 2.23334330e-36 9.33181553e-130 6.27816407e-255 7.75551065e+07
1.88002930e+00 4.76064840e-01 8.68053040e-01 4.98328411e+00 1.65692605e-06 1.62450932e-02 7.75551065e+07 5.13981870e-163 6.78460004e-222 2.23334330e-36 9.33181553e-130 6.27816407e-255 7.75551065e+07
1.87812970e+00 4.66161430e-01 8.68472740e-01 4.98435565e+00 2.69855867e-06 2.47230515e-02 1.12733833e+08 4.36233175e-163 1.56540261e-221 5.47791628e-36 5.45148646e-130 1.77011346e-254 1.12733833e+08
1.87627010e+00 4.56250440e-01 8.68831057e-01 4.98584631e+00 2.45625929e-06 2.26802925e-02 1.03580242e+08 2.14615509e-163 2.90956033e-221 1.15394624e-35 1.80582877e-130 4.82171199e-254 1.03580242e+08
1.87445040e+00 4.46332030e-01 8.69197017e-01 4.98740774e+00 2.32931200e-06 2.23041260e-02 1.03723260e+08 1.13090323e-163 6.18232544e-221 2.81784759e-35 6.43053993e-131 1.52897567e-253 1.03723260e+08
1.87267080e+00 4.36406370e-01 8.69197017e-01 4.98740774e+00 2.32931200e-06 2.23041260e-02 1.03723260e+08 1.13090323e-163 6.18232544e-221 2.81784759e-35 6.43053993e-131 1.52897567e-253 1.03723260e+08
1.87093110e+00 4.26473610e-01 8.69568282e-01 4.98915256e+00 2.23041230e-06 2.18598707e-02 1.02428673e+08 5.45226854e-164 1.37915844e-220 7.29291003e-35 1.96222221e-131 5.31796138e-253 1.02428673e+08
1.86923160e+00 4.16533910e-01 8.69943160e-01 4.99109521e+00 2.11943709e-06 2.13301897e-02 1.01064945e+08 2.45395980e-164 3.35740786e-220 2.09770787e-34 5.33323383e-132 2.12582811e-252 1.01064945e+08
1.86757210e+00 4.06587450e-01 8.69943160e-01 4.99109521e+00 2.11943709e-06 2.13301897e-02 1.01064945e+08 2.45395980e-164 3.35740786e-220 2.09770787e-34 5.33323383e-132 2.12582811e-252 1.01064945e+08
1.86595270e+00 3.96634370e-01 7.17287441e-01 4.97158330e+00 1.16925483e-06 1.61938174e-03 7.57366318e+06 1.06812323e-144 4.56087724e-241 5.53309157e-56 5.31397587e-110 2.40679754e-275 7.57366318e+06
1.86437350e+00 3.86674850e-01 7.17287441e-01 4.97158330e+00 1.16925483e-06 1.61938174e-03 7.57366318e+06 1.06812323e-144 4.56087724e-241 5.53309157e-56 5.31397587e-110 2.40679754e-275 7.57366318e+06
1.86283450e+00 3.76709030e-01 7.17287441e-01 4.97158330e+00 1.16925483e-06 1.61938174e-03 7.57366318e+06 1.06812323e-144 4.56087724e-241 5.53309157e-56 5.31397587e-110 2.40679754e-275 7.57366318e+06
1.86133570e+00 3.66737100e-01 7.17287441e-01 4.97158330e+00 1.16925483e-06 1.61938174e-03 7.57366318e+06 1.06812323e-144 4.56087724e-241 5.53309157e-56 5.31397587e-110 2.40679754e-275 7.57366318e+06
1.85987710e+00 3.56759200e-01 7.17697180e-01 4.97267746e+00 1.92971073e-06 2.53269843e-03 1.13529924e+07 9.34663826e-145 1.09956167e-240 1.41989198e-55 3.17730854e-110 7.10987191e-275 1.13529924e+07
1.85845870e+00 3.46775500e-01 7.17697180e-01 4.97267746e+00 1.92971073e-06 2.53269843e-03 1.13529924e+07 9.34663826e-145 1.09956167e-240 1.41989198e-55 3.17730854e-110 7.10987191e-275 1.13529924e+07
1.85708060e+00 3.36786170e-01 7.18023507e-01 4.97416874e+00 1.71089780e-06 2.26134975e-03 1.01398996e+07 4.50163537e-145 1.96727347e-240 2.87943016e-55 1.03054060e-110 1.84886291e-274 1.01398996e+07
1.85574280e+00 3.26791360e-01 7.18023507e-01 4.97416874e+00 1.71089780e-06 2.26134975e-03 1.01398996e+07 4.50163537e-145 1.96727347e-240 2.87943016e-55 1.03054060e-110 1.84886291e-274 1.01398996e+07
1.85444530e+00 3.16791230e-01 7.18343635e-01 4.97575907e+00 1.60233546e-06 2.19179338e-03 1.00137146e+07 2.34882839e-145 4.14137945e-240 6.99015335e-55 3.62287064e-111 5.93602710e-274 1.00137146e+07
1.85318810e+00 3.06785960e-01 7.18650850e-01 4.97752132e+00 1.51406600e-06 2.11204791e-03 9.72137088e+06 1.12646587e-145 9.01376795e-240 1.76712143e-54 1.09399760e-111 2.01532147e-273 9.72137088e+06
1.85197130e+00 2.96775690e-01 7.18650850e-01 4.97752132e+00 1.51406600e-06 2.11204791e-03 9.72137088e+06 1.12646587e-145 9.01376795e-240 1.76712143e-54 1.09399760e-111 2.01532147e-273 9.72137088e+06
1.85079480e+00 2.86760610e-01 7.18944404e-01 4.97939958e+00 1.42119085e-06 2.02346831e-03 9.41401711e+06 5.20539632e-146 2.05663682e-239 4.73836474e-54 3.10690382e-112 7.43280925e-273 9.41401712e+06
1.84965870e+00 2.76740860e-01 7.19223787e-01 4.98135297e+00 1.32789514e-06 1.92945010e-03 9.07551541e+06 2.33952276e-146 4.79825389e-239 1.30696628e-53 8.40404519e-113 2.85318254e-272 9.07551541e+06
1.84856310e+00 2.66716610e-01 7.19223787e-01 4.98135297e+00 1.32789514e-06 1.92945010e-03 9.07551541e+06 2.33952276e-146 4.79825389e-239 1.30696628e-53 8.40404519e-113 2.85318254e-272 9.07551541e+06
1.84750790e+00 2.56688020e-01 7.19486515e-01 4.98330970e+00 1.23522648e-06 1.82930549e-03 8.69870319e+06 1.04874772e-146 1.10994635e-238 3.57534120e-53 2.26552973e-113 1.08691021e-271 8.69870319e+06
1.84649310e+00 2.46655260e-01 7.19486515e-01 4.98330970e+00 1.23522648e-06 1.82930549e-03 8.69870319e+06 1.04874772e-146 1.10994635e-238 3.57534120e-53 2.26552973e-113 1.08691021e-271 8.69870319e+06
1.84551880e+00 2.36618490e-01 7.19731416e-01 4.98529120e+00 1.14284630e-06 1.72362049e-03 8.28626171e+06 4.65329106e-147 2.56652901e-238 9.79662122e-53 6.00525381e-114 4.16461773e-271 8.28626171e+06
1.84458500e+00 2.26577880e-01 7.19731416e-01 4.98529120e+00 1.14284630e-06 1.72362049e-03 8.28626171e+06 4.65329106e-147 2.56652901e-238 9.79662122e-53 6.00525381e-114 4.16461773e-271 8.28626171e+06
1.84369160e+00 2.16533580e-01 7.19957977e-01 4.98728308e+00 1.05043782e-06 1.61212102e-03 7.83392035e+06 2.05116210e-147 5.88634435e-238 2.66447173e-52 1.57655762e-114 1.58654887e-270 7.83392035e+06
1.84283880e+00 2.06485760e-01 7.19957977e-01 4.98728308e+00 1.05043782e-06 1.61212102e-03 7.83392035e+06 2.05116210e-147 5.88634435e-238 2.66447173e-52 1.57655762e-114 1.58654887e-270 7.83392035e+06
1.84202650e+00 1.96434580e-01 7.20165217e-01 4.98920710e+00 9.57690088e-07 1.49343208e-03 7.33029202e+06 9.20975578e-148 1.29189280e-237 6.89256885e-52 4.28754384e-115 5.68066846e-270 7.33029202e+06
1.84125470e+00 1.86380210e-01 7.20352663e-01 4.99101863e+00 8.65092304e-07 1.36810756e-03 6.77535518e+06 4.27073874e-148 2.65716840e-237 1.65431468e-51 1.23861834e-115 1.85043707e-269 6.77535518e+06
1.84052350e+00 1.76322810e-01 7.20352663e-01 4.99101863e+00 8.65092304e-07 1.36810756e-03 6.77535518e+06 4.27073874e-148 2.65716840e-237 1.65431468e-51 1.23861834e-115 1.85043707e-269 6.77535518e+06
1.83983280e+00 1.66262540e-01 7.20520119e-01 4.99267701e+00 7.72161781e-07 1.23518815e-03 6.16274850e+06 2.06705771e-148 5.01601719e-237 3.59529145e-51 3.88181129e-116 5.31472828e-269 6.16274851e+06
1.83918270e+00 1.56199570e-01 7.20520119e-01 4.99267701e+00 7.72161781e-07 1.23518815e-03 6.16274850e+06 2.06705771e-148 5.01601719e-237 3.59529145e-51 3.88181129e-116 5.31472828e-269 6.16274851e+06
1.83857310e+00 1.46134060e-01 7.20668068e-01 4.99414347e+00 6.79421266e-07 1.09576841e-03 5.49821765e+06 1.05500270e-148 8.52428995e-237 6.91685200e-51 1.34698543e-116 1.30734415e-268 5.49821765e+06
1.83800420e+00 1.36066180e-01 7.20668068e-01 4.99414347e+00 6.79421266e-07 1.09576841e-03 5.49821765e+06 1.05500270e-148 8.52428995e-237 6.91685200e-51 1.34698543e-116 1.30734415e-268 5.49821765e+06
1.83747590e+00 1.25996080e-01 7.20795638e-01 4.99544786e+00 5.86568104e-07 9.50073941e-04 4.78456577e+06 5.58759749e-149 1.31241996e-236 1.18843054e-50 5.05210353e-117 2.79260729e-268 4.78456577e+06
1.83698810e+00 1.15923930e-01 7.20795638e-01 4.99544786e+00 5.86568104e-07 9.50073941e-04 4.78456577e+06 5.58759749e-149 1.31241996e-236 1.18843054e-50 5.05210353e-117 2.79260729e-268 4.78456577e+06
1.83654100e+00 1.05849900e-01 7.20902986e-01 4.99652003e+00 4.94351524e-07 7.99564403e-04 4.02964380e+06 3.12215178e-149 1.76279849e-236 1.74480631e-50 2.11818914e-117 4.89439205e-268 4.02964380e+06
1.83613460e+00 9.57741480e-02 7.20902986e-01 4.99652003e+00 4.94351524e-07 7.99564403e-04 4.02964380e+06 3.12215178e-149 1.76279849e-236 1.74480631e-50 2.11818914e-117 4.89439205e-268 4.02964380e+06
1.83576870e+00 8.56968390e-02 7.20990635e-01 4.99742832e+00 4.02374462e-07 6.44640062e-04 3.23791572e+06 1.76881781e-149 2.09064774e-236 2.22605626e-50 9.34285385e-118 7.22643569e-268 3.23791572e+06
1.83544350e+00 7.56181370e-02 7.21058772e-01 4.99819513e+00 3.10526529e-07 4.85938634e-04 2.41474644e+06 9.78097318e-150 2.13900326e-236 2.40986696e-50 4.11870004e-118 8.77012483e-268 2.41474645e+06
1.83515890e+00 6.55382050e-02 7.21058772e-01 4.99819513e+00 3.10526529e-07 4.85938634e-04 2.41474644e+06 9.78097318e-150 2.13900326e-236 2.40986696e-50 4.11870004e-118 8.77012483e-268 2.41474645e+06
1.83491500e+00 5.54572070e-02 7.21107808e-01 4.99885239e+00 2.18576881e-07 3.23812597e-04 1.56387436e+06 4.84212858e-150 1.75992530e-236 2.05095095e-50 1.60815636e-118 8.01264459e-268 1.56387436e+06
1.83471170e+00 4.53753080e-02 7.21107808e-01 4.99885239e+00 2.18576881e-07 3.23812597e-04 1.56387436e+06 4.84212858e-150 1.75992530e-236 2.05095095e-50 1.60815636e-118 8.01264459e-268 1.56387436e+06
1.83454900e+00 3.52926710e-02 7.21137928e-01 4.99937666e+00 1.26415019e-07 1.58692485e-04 6.89263361e+05 1.60376031e-150 8.00926451e-237 8.71896268e-51 3.32115428e-119 2.89340908e-268 6.89263361e+05
1.83442710e+00 2.52094610e-02 7.21137928e-01 4.99937666e+00 1.26415019e-07 1.58692485e-04 6.89263361e+05 1.60376031e-150 8.00926451e-237 8.71896268e-51 3.32115428e-119 2.89340908e-268 6.89263361e+05
1.83434570e+00 1.51258400e-02 7.21149425e-01 4.99982117e+00 3.41042257e-08 8.45265313e-06 2.01602217e+05 7.08934024e-151 7.63979074e-237 1.23276716e-50 3.87440163e-119 7.94522339e-268 2.01602217e+05
1.83430510e+00 5.04197420e-03 7.21149425e-01 4.99982117e+00 3.41042257e-08 8.45265313e-06 2.01602217e+05 7.08934024e-151 7.63979074e-237 1.23276716e-50 3.87440163e-119 7.94522339e-268 2.01602217e+05
1.83430510e+00 -5.04197420e-03 7.21142687e-01 5.00008751e+00 5.84694987e-08 1.77050564e-04 1.10330191e+06 2.56361460e-150 2.80780024e-236 4.09509506e-50 8.80608585e-119 2.38048820e-267 1.10330191e+06
1.83434570e+00 -1.51258400e-02 7.21142687e-01 5.00008751e+00 5.84694987e-08 1.77050564e-04 1.10330191e+06 2.56361460e-150 2.80780024e-236 4.09509506e-50 8.80608585e-119 2.38048820e-267 1.10330191e+06
1.83442710e+00 -2.52094610e-02 7.21117243e-01 5.00021357e+00 1.51469406e-07 3.46437009e-04 2.00975307e+06 4.32574850e-150 5.00108305e-236 7.19790629e-50 1.33695843e-118 4.13103749e-267 2.00975307e+06
1.83454900e+00 -3.52926710e-02 7.21072559e-01 5.00020126e+00 2.44992953e-07 5.15939329e-04 2.91482574e+06 6.28212358e-150 6.94661638e-236 9.88613610e-50 1.88915486e-118 5.57686297e-267 2.91482574e+06
1.83471170e+00 -4.53753080e-02 7.21072559e-01 5.00020126e+00 2.44992953e-07 5.15939329e-04 2.91482574e+06 6.28212358e-150 6.94661638e-236 9.88613610e-50 1.88915486e-118 5.57686297e-267 2.91482574e+06
1.83491500e+00 -5.54572070e-02 7.21008179e-01 5.00001457e+00 3.39107072e-07 6.84710911e-04 3.81099668e+06 8.85589921e-150 8.15407058e-236 1.13575986e-49 2.75002581e-118 6.15602634e-267 3.81099668e+06
1.83515890e+00 -6.55382050e-02 7.21008179e-01 5.00001457e+00 3.39107072e-07 6.84710911e-04 3.81099668e+06 8.85589921e-150 8.15407058e-236 1.13575986e-49 2.75002581e-118 6.15602634e-267 3.81099668e+06
1.83544350e+00 -7.56181370e-02 7.20923974e-01 4.99962516e+00 4.33673158e-07 8.51369677e-04 4.68711363e+06 1.27204399e-149 8.28040486e-236 1.11177719e-49 4.32771320e-118 5.61284900e-267 4.68711363e+06
1.83576870e+00 -8.56968390e-02 7.20923974e-01 4.99962516e+00 4.33673158e-07 8.51369677e-04 4.68711363e+06 1.27204399e-149 8.28040486e-236 1.11177719e-49 4.32771320e-118 5.61284900e-267 4.68711363e+06
1.83613460e+00 -9.57741480e-02 7.20819631e-01 4.99902659e+00 5.28909585e-07 1.01551003e-03 5.53803460e+06 1.90290084e-149 7.38838439e-236 9.40307447e-50 7.51418678e-118 4.27479747e-267 5.53803460e+06
1.83654100e+00 -1.05849900e-01 7.20819631e-01 4.99902659e+00 5.28909585e-07 1.01551003e-03 5.53803460e+06 1.90290084e-149 7.38838439e-236 9.40307447e-50 7.51418678e-118 4.27479747e-267 5.53803460e+06
1.83698810e+00 -1.15923930e-01 7.20694870e-01 4.99823670e+00 6.24387688e-07 1.17540328e-03 6.35106824e+06 2.97432315e-149 5.88701064e-236 6.99035491e-50 1.43515619e-117 2.77266467e-267 6.35106824e+06
1.83747590e+00 -1.25996080e-01 7.20694870e-01 4.99823670e+00 6.24387688e-07 1.17540328e-03 6.35106824e+06 2.97432315e-149 5.88701064e-236 6.99035491e-50 1.43515619e-117 2.77266467e-267 6.35106824e+06
1.83800420e+00 -1.36066180e-01 7.20549692e-01 4.99727946e+00 7.20887763e-07 1.33225950e-03 7.13153747e+06 4.85736292e-149 4.26540674e-236 4.65980418e-50 2.99413140e-117 1.56820530e-267 7.13153747e+06
1.83857310e+00 -1.46134060e-01 7.20382874e-01 4.99612220e+00 8.18236382e-07 1.48478584e-03 7.87010646e+06 8.41672831e-149 2.78084469e-236 2.74815542e-50 6.98596486e-117 7.58806014e-268 7.87010647e+06
1.83918270e+00 -1.56199570e-01 7.20382874e-01 4.99612220e+00 8.18236382e-07 1.48478584e-03 7.87010646e+06 8.41672831e-149 2.78084469e-236 2.74815542e-50 6.98596486e-117 7.58806014e-268 7.87010647e+06
1.83983280e+00 -1.66262540e-01 7.20195234e-01 4.99478370e+00 9.15774564e-07 1.63124955e-03 8.55687254e+06 1.54048972e-148 1.64815485e-236 1.45091398e-50 1.80546936e-116 3.18830269e-268 8.55687255e+06
1.84052350e+00 -1.76322810e-01 7.20195234e-01 4.99478370e+00 9.15774564e-07 1.63124955e-03 8.55687254e+06 1.54048972e-148 1.64815485e-236 1.45091398e-50 1.80546936e-116 3.18830269e-268 8.55687255e+06
1.84125470e+00 -1.86380210e-01 7.19987222e-01 4.99325408e+00 1.01358843e-06 1.77112325e-03 9.18910810e+06 2.99559543e-148 8.86627374e-237 6.84080812e-51 5.21181120e-116 1.15854722e-268 9.18910810e+06
1.84202650e+00 -1.96434580e-01 7.19987222e-01 4.99325408e+00 1.01358843e-06 1.77112325e-03 9.18910810e+06 2.99559543e-148 8.86627374e-237 6.84080812e-51 5.21181120e-116 1.15854722e-268 9.18910810e+06
1.84283880e+00 -2.06485760e-01 7.19759428e-01 4.99163236e+00 1.11137305e-06 1.90453029e-03 9.77189077e+06 5.99069266e-148 4.52349941e-237 3.03507629e-51 1.58510186e-115 3.90114991e-269 9.77189077e+06
1.84369160e+00 -2.16533580e-01 7.19512261e-01 4.98999040e+00 1.20955265e-06 2.03283903e-03 1.03168469e+07 1.20416126e-147 2.26121171e-237 1.31708112e-51 4.87137526e-115 1.28057187e-269 1.03168469e+07
1.84458500e+00 -2.26577880e-01 7.19512261e-01 4.98999040e+00 1.20955265e-06 2.03283903e-03 1.03168469e+07 1.20416126e-147 2.26121171e-237 1.31708112e-51 4.87137526e-115 1.28057187e-269 1.03168469e+07
1.84551880e+00 -2.36618490e-01 7.19246786e-01 4.98829490e+00 1.30762268e-06 2.15376553e-03 1.08128502e+07 2.46077305e-147 1.09252914e-237 5.49897183e-52 1.54345042e-114 4.00777187e-270 1.08128502e+07
1.84649310e+00 -2.46655260e-01 7.19246786e-01 4.98829490e+00 1.30762268e-06 2.15376553e-03 1.08128502e+07 2.46077305e-147 1.09252914e-237 5.49897183e-52 1.54345042e-114 4.00777187e-270 1.08128502e+07
1.84750790e+00 -2.56688020e-01 7.18964792e-01 4.98662272e+00 1.40660718e-06 2.26933433e-03 1.12739579e+07 4.98398761e-147 5.28249367e-238 2.30240723e-52 4.81949386e-114 1.26312754e-270 1.12739579e+07
1.84856310e+00 -2.66716610e-01 7.18964792e-01 4.98662272e+00 1.40660718e-06 2.26933433e-03 1.12739579e+07 4.98398761e-147 5.28249367e-238 2.30240723e-52 4.81949386e-114 1.26312754e-270 1.12739579e+07
1.84965870e+00 -2.76740860e-01 7.18666455e-01 4.98502039e+00 1.50604824e-06 2.38093268e-03 1.17096195e+07 9.84923753e-147 2.60656915e-238 9.89313444e-53 1.44020486e-113 4.13059971e-271 1.17096195e+07
1.85079480e+00 -2.86760610e-01 7.18666455e-01 4.98502039e+00 1.50604824e-06 2.38093268e-03 1.17096195e+07 9.84923753e-147 2.60656915e-238 9.89313444e-53 1.44020486e-113 4.13059971e-271 1.17096195e+07
1.85197130e+00 -2.96775690e-01 7.18353068e-01 4.98352686e+00 1.60055156e-06 2.48262995e-03 1.21296827e+07 1.88106721e-146 1.34421179e-238 4.49277561e-53 4.06891209e-113 1.46074841e-271 1.21296827e+07
1.85318810e+00 -3.06785960e-01 7.18027822e-01 4.98210194e+00 1.71588040e-06 2.57221754e-03 1.23410662e+07 3.42182950e-146 6.86580623e-239 2.01832254e-53 1.05225855e-112 5.10016544e-272 1.23410662e+07
1.85444530e+00 -3.16791230e-01 7.18027822e-01 4.98210194e+00 1.71588040e-06 2.57221754e-03 1.23410662e+07 3.42182950e-146 6.86580623e-239 2.01832254e-53 1.05225855e-112 5.10016544e-272 1.23410662e+07
1.85574280e+00 -3.26791360e-01 7.17695282e-01 4.98068776e+00 1.94526406e-06 2.89116514e-03 1.38575832e+07 6.93959334e-146 3.96145848e-239 1.03344648e-53 3.09940694e-112 2.06157555e-272 1.38575832e+07
1.85708060e+00 -3.36786170e-01 7.17275610e-01 4.97962031e+00 1.17874082e-06 1.85273132e-03 9.29941819e+06 7.93778357e-146 1.67175172e-239 4.10823303e-54 5.16043095e-112 7.15341903e-273 9.29941819e+06
1.85845870e+00 -3.46775500e-01 7.17275610e-01 4.97962031e+00 1.17874082e-06 1.85273132e-03 9.29941819e+06 7.93778357e-146 1.67175172e-239 4.10823303e-54 5.16043095e-112 7.15341903e-273 9.29941819e+06
1.85987710e+00 -3.56759200e-01 7.17275610e-01 4.97962031e+00 1.17874082e-06 1.85273132e-03 9.29941819e+06 7.93778357e-146 1.67175172e-239 4.10823303e-54 5.16043095e-112 7.15341903e-273 9.29941819e+06
1.86133570e+00 -3.66737100e-01 7.17275610e-01 4.97962031e+00 1.17874082e-06 1.85273132e-03 9.29941819e+06 7.93778357e-146 1.67175172e-239 4.10823303e-54 5.16043095e-112 7.15341903e-273 9.29941819e+06
