id,species_type,species_id,diameter_um,radius_um,mass_kg,atoms_per_grain,diagnostic_number_weight,dropper_line,speed_m_s,angle_deg,z0_m,r0_m,vz0_m_s,vr0_m_s
14,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,16,1.5,7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,0.19578928833007736
15,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,16,1.5,15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,0.3882285676537811
16,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.0,-15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,-0.25881904510252074
17,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.0,-7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,-0.13052619222005157
18,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.0,0.0,0.8450107599103642,0.5149081341594087,-1.0,0.0
19,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.0,7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,0.13052619222005157
20,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.0,15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,0.25881904510252074
21,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.25,-15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,-0.3235238063781509
22,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.25,-7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,-0.16315774027506447
23,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.25,0.0,0.8450107599103642,0.5149081341594087,-1.25,0.0
24,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.25,7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,0.16315774027506447
25,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.25,15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,0.3235238063781509
26,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.5,-15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,-0.3882285676537811
27,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.5,-7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,-0.19578928833007736
28,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.5,0.0,0.8450107599103642,0.5149081341594087,-1.5,0.0
29,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.5,7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,0.19578928833007736
30,1,grain_d040um,40,20.0,1.7894511754847454e-11,1552784850956868.2,1.0,17,1.5,15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,0.3882285676537811
31,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.0,-15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,-0.25881904510252074
32,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.0,-7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,-0.13052619222005157
33,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.0,0.0,0.8413509771013569,0.5029559013148207,-1.0,0.0
34,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.0,7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,0.13052619222005157
35,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.0,15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,0.25881904510252074
36,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.25,-15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,-0.3235238063781509
37,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.25,-7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,-0.16315774027506447
38,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.25,0.0,0.8413509771013569,0.5029559013148207,-1.25,0.0
39,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.25,7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,0.16315774027506447
40,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.25,15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,0.3235238063781509
41,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.5,-15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,-0.3882285676537811
42,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.5,-7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,-0.19578928833007736
43,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.5,0.0,0.8413509771013569,0.5029559013148207,-1.5,0.0
44,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.5,7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,0.19578928833007736
45,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,16,1.5,15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,0.3882285676537811
46,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.0,-15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,-0.25881904510252074
47,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.0,-7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,-0.13052619222005157
48,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.0,0.0,0.8450107599103642,0.5149081341594087,-1.0,0.0
49,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.0,7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,0.13052619222005157
50,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.0,15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,0.25881904510252074
51,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.25,-15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,-0.3235238063781509
52,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.25,-7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,-0.16315774027506447
53,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.25,0.0,0.8450107599103642,0.5149081341594087,-1.25,0.0
54,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.25,7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,0.16315774027506447
55,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.25,15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,0.3235238063781509
56,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.5,-15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,-0.3882285676537811
57,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.5,-7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,-0.19578928833007736
58,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.5,0.0,0.8450107599103642,0.5149081341594087,-1.5,0.0
59,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.5,7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,0.19578928833007736
60,2,grain_d060um,60,30.0,6.039397717261016e-11,5240648871979430.0,1.0,17,1.5,15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,0.3882285676537811
61,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.0,-15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,-0.25881904510252074
62,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.0,-7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,-0.13052619222005157
63,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.0,0.0,0.8413509771013569,0.5029559013148207,-1.0,0.0
64,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.0,7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,0.13052619222005157
65,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.0,15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,0.25881904510252074
66,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.25,-15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,-0.3235238063781509
67,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.25,-7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,-0.16315774027506447
68,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.25,0.0,0.8413509771013569,0.5029559013148207,-1.25,0.0
69,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.25,7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,0.16315774027506447
70,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.25,15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,0.3235238063781509
71,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.5,-15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,-0.3882285676537811
72,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.5,-7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,-0.19578928833007736
73,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.5,0.0,0.8413509771013569,0.5029559013148207,-1.5,0.0
74,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.5,7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,0.19578928833007736
75,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,16,1.5,15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,0.3882285676537811
76,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.0,-15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,-0.25881904510252074
77,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.0,-7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,-0.13052619222005157
78,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.0,0.0,0.8450107599103642,0.5149081341594087,-1.0,0.0
79,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.0,7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,0.13052619222005157
80,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.0,15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,0.25881904510252074
81,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.25,-15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,-0.3235238063781509
82,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.25,-7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,-0.16315774027506447
83,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.25,0.0,0.8450107599103642,0.5149081341594087,-1.25,0.0
84,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.25,7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,0.16315774027506447
85,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.25,15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,0.3235238063781509
86,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.5,-15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,-0.3882285676537811
87,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.5,-7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,-0.19578928833007736
88,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.5,0.0,0.8450107599103642,0.5149081341594087,-1.5,0.0
89,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.5,7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,0.19578928833007736
90,3,grain_d080um,80,40.0,1.4315609403877963e-10,1.2422278807654946e+16,1.0,17,1.5,15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,0.3882285676537811
91,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.0,-15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,-0.25881904510252074
92,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.0,-7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,-0.13052619222005157
93,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.0,0.0,0.8413509771013569,0.5029559013148207,-1.0,0.0
94,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.0,7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,0.13052619222005157
95,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.0,15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,0.25881904510252074
96,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.25,-15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,-0.3235238063781509
97,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.25,-7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,-0.16315774027506447
98,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.25,0.0,0.8413509771013569,0.5029559013148207,-1.25,0.0
99,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.25,7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,0.16315774027506447
100,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.25,15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,0.3235238063781509
101,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.5,-15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,-0.3882285676537811
102,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.5,-7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,-0.19578928833007736
103,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.5,0.0,0.8413509771013569,0.5029559013148207,-1.5,0.0
104,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.5,7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,0.19578928833007736
105,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,16,1.5,15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,0.3882285676537811
106,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.0,-15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,-0.25881904510252074
107,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.0,-7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,-0.13052619222005157
108,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.0,0.0,0.8450107599103642,0.5149081341594087,-1.0,0.0
109,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.0,7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,0.13052619222005157
110,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.0,15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,0.25881904510252074
111,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.25,-15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,-0.3235238063781509
112,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.25,-7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,-0.16315774027506447
113,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.25,0.0,0.8450107599103642,0.5149081341594087,-1.25,0.0
114,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.25,7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,0.16315774027506447
115,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.25,15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,0.3235238063781509
116,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.5,-15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,-0.3882285676537811
117,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.5,-7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,-0.19578928833007736
118,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.5,0.0,0.8450107599103642,0.5149081341594087,-1.5,0.0
119,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.5,7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,0.19578928833007736
120,4,grain_d100um,100,50.0,2.796017461694915e-10,2.4262263296201068e+16,1.0,17,1.5,15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,0.3882285676537811
121,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.0,-15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,-0.25881904510252074
122,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.0,-7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,-0.13052619222005157
123,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.0,0.0,0.8413509771013569,0.5029559013148207,-1.0,0.0
124,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.0,7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,0.13052619222005157
125,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.0,15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,0.25881904510252074
126,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.25,-15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,-0.3235238063781509
127,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.25,-7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,-0.16315774027506447
128,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.25,0.0,0.8413509771013569,0.5029559013148207,-1.25,0.0
129,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.25,7.5,0.8413509771013569,0.5029559013148207,-1.239306076717263,0.16315774027506447
130,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.25,15.0,0.8413509771013569,0.5029559013148207,-1.2074072828613354,0.3235238063781509
131,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.5,-15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,-0.3882285676537811
132,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.5,-7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,-0.19578928833007736
133,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.5,0.0,0.8413509771013569,0.5029559013148207,-1.5,0.0
134,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.5,7.5,0.8413509771013569,0.5029559013148207,-1.4871672920607155,0.19578928833007736
135,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,16,1.5,15.0,0.8413509771013569,0.5029559013148207,-1.4488887394336025,0.3882285676537811
136,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.0,-15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,-0.25881904510252074
137,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.0,-7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,-0.13052619222005157
138,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.0,0.0,0.8450107599103642,0.5149081341594087,-1.0,0.0
139,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.0,7.5,0.8450107599103642,0.5149081341594087,-0.9914448613738104,0.13052619222005157
140,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.0,15.0,0.8450107599103642,0.5149081341594087,-0.9659258262890683,0.25881904510252074
141,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.25,-15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,-0.3235238063781509
142,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.25,-7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,-0.16315774027506447
143,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.25,0.0,0.8450107599103642,0.5149081341594087,-1.25,0.0
144,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.25,7.5,0.8450107599103642,0.5149081341594087,-1.239306076717263,0.16315774027506447
145,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.25,15.0,0.8450107599103642,0.5149081341594087,-1.2074072828613354,0.3235238063781509
146,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.5,-15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,-0.3882285676537811
147,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.5,-7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,-0.19578928833007736
148,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.5,0.0,0.8450107599103642,0.5149081341594087,-1.5,0.0
149,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.5,7.5,0.8450107599103642,0.5149081341594087,-1.4871672920607155,0.19578928833007736
150,5,grain_d125um,125,62.5,5.460971604872882e-10,4.738723300039273e+16,1.0,17,1.5,15.0,0.8450107599103642,0.5149081341594087,-1.4488887394336025,0.3882285676537811
151,6,grain_d150um,150,75.0,9.436558933220338e-10,8.188513862467861e+16,1.0,16,1.0,-15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,-0.25881904510252074
152,6,grain_d150um,150,75.0,9.436558933220338e-10,8.188513862467861e+16,1.0,16,1.0,-7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,-0.13052619222005157
153,6,grain_d150um,150,75.0,9.436558933220338e-10,8.188513862467861e+16,1.0,16,1.0,0.0,0.8413509771013569,0.5029559013148207,-1.0,0.0
154,6,grain_d150um,150,75.0,9.436558933220338e-10,8.188513862467861e+16,1.0,16,1.0,7.5,0.8413509771013569,0.5029559013148207,-0.9914448613738104,0.13052619222005157
155,6,grain_d150um,150,75.0,9.436558933220338e-10,8.188513862467861e+16,1.0,16,1.0,15.0,0.8413509771013569,0.5029559013148207,-0.9659258262890683,0.25881904510252074
